Lx,Ly,H1,H2,tf,tr,bc,hc,tw_ext,wall_tilt_angle,window_ratio_2f,roof_morph,roof_shift,balcony_depth,material_columns,material_floor1,material_floor2,material_roof,material_walls,material_balcony,cost_per_sqm,co2_per_sqm,comfort_score,constructability_score,safety_factor,total_cost,floor_area,design_pattern,evaluation_status,evaluation_time_s,fcstd_path
10.74,9.16,2.69,2.72,460,540,521,488,439,9.4,0.9,0.98,-0.08,2.3,0,0,0,1,1,1,946301.1035560999,1901.1593183562136,6.424467027826153,5.3100000000000005,1.1636164572632268,93095588.48608342,98.3784,小型_超重構造_低天井_混合構造,success,7.39648699760437,fcstd_outputs/sample82.FCStd
11.66,9.61,2.91,3.23,511,451,600,799,489,-21.8,0.72,0.21,-0.19,2.7,1,0,0,0,1,1,839401.9454126266,1013.8567379405283,6.456110649937094,5.07,1.4117229049901263,94057170.42854288,112.0526,中型_超重構造_標準天井_混合構造,success,5.962417840957642,fcstd_outputs/sample83.FCStd
11.9,8.06,2.66,2.67,585,450,463,545,326,18.7,0.74,0.1,0.19,3.2,0,1,1,1,1,0,456871.00135492533,584.1775973975563,6.3872916469796275,5.88,1.1053189489943274,43820325.22395632,95.91400000000002,小型_超重構造_低天井_木造中心,success,5.404108047485352,fcstd_outputs/sample84.FCStd
10.34,10.64,3.49,2.73,433,471,751,721,378,-18.7,0.13,0.68,-0.03,3.4,0,0,1,1,0,0,768797.389848459,1101.9735075372153,6.2843198970277,5.38,0.9703416166311267,84581243.71739183,110.0176,中型_超重構造_標準天井_混合構造,success,5.49389910697937,fcstd_outputs/sample85.FCStd
8.55,9.21,2.69,3.26,538,423,450,535,471,13.6,0.67,0.02,0.34,1.3,1,1,0,0,0,0,532592.3561993734,799.0254990543361,6.036987588611581,6.890000000000001,1.3011855866581008,41939251.38509776,78.7455,小型_超重構造_標準天井_混合構造,success,4.862673997879028,fcstd_outputs/sample86.FCStd
10.75,11.16,3.47,3.4,426,414,736,737,346,-16.4,0.71,0.91,0.09,3.0,1,0,0,1,1,0,1055927.7039914883,1309.0022807495693,6.901321638309396,4.609999999999999,0.8236124139788652,126679646.64785886,119.97,中型_超重構造_標準天井_混合構造,success,7.417772054672241,fcstd_outputs/sample87.FCStd
10.26,10.45,3.02,3.35,543,481,669,569,402,-26.8,0.66,0.49,-0.18,2.5,1,1,1,0,0,1,814974.9033291625,1020.8835580937076,6.295565142533472,4.57,1.5301964660280138,87379164.21024281,107.21699999999998,中型_超重構造_標準天井_木造中心,success,6.823116064071655,fcstd_outputs/sample88.FCStd
8.6,11.47,3.28,3.47,520,462,488,555,343,27.5,0.45,0.4,0.27,2.9,0,0,1,1,1,0,557255.2093893226,847.6178440060571,6.381384908138464,4.5,1.4963150151952682,54968768.364581555,98.642,小型_超重構造_標準天井_混合構造,success,6.630640983581543,fcstd_outputs/sample89.FCStd
9.14,10.91,2.6,3.45,373,575,436,437,447,-2.1,0.33,0.11,0.34,2.6,1,1,1,1,0,0,444647.91923092236,597.0808192040905,6.525245347545608,7.539999999999999,0.6826890986843452,44339134.42111758,99.71740000000001,小型_超重構造_標準天井_木造中心,success,4.85550594329834,fcstd_outputs/sample90.FCStd
9.32,8.14,2.69,3.36,550,373,551,514,304,-17.6,0.81,0.21,0.22,1.5,1,0,0,1,1,1,539065.553583026,718.9602992271324,6.043235039984053,5.99,1.9209381690077443,40896100.40946556,75.8648,小型_超重構造_標準天井_木造中心,success,4.846198797225952,fcstd_outputs/sample91.FCStd
9.63,8.13,2.74,3.17,541,399,717,630,333,-2.4,0.74,0.18,0.37,1.7,0,1,0,0,1,1,544270.9753811494,802.2027151507631,6.1657517212237805,8.01,2.7986089583495506,42612008.777443424,78.29190000000001,小型_超重構造_標準天井_混合構造,success,4.708313226699829,fcstd_outputs/sample92.FCStd
10.58,11.27,2.62,2.83,586,551,780,438,493,9.1,0.65,0.93,0.31,3.2,1,0,0,1,1,0,1185457.9412078622,1623.4225306972337,6.3706006368181365,5.34,0.788748400653637,141349974.35262537,119.2366,中型_超重構造_低天井_混合構造,success,7.518224239349365,fcstd_outputs/sample93.FCStd
10.92,10.08,2.81,3.49,473,358,460,685,366,-8.1,0.86,0.03,0.26,2.7,0,1,1,1,0,0,448902.9331362342,669.5128828856913,7.05560809725068,6.9399999999999995,1.0108281374310246,49412361.900864586,110.0736,中型_超重構造_標準天井_混合構造,success,5.011928081512451,fcstd_outputs/sample94.FCStd
9.46,11.94,2.81,2.95,518,495,468,492,338,-19.1,0.16,0.05,-0.03,1.2,0,0,0,1,0,1,494953.08700217615,934.3158245324497,5.795036511234962,6.34,0.895952717841786,55906139.064304605,112.95240000000001,中型_超重構造_標準天井_混合構造,success,4.724045753479004,fcstd_outputs/sample95.FCStd
11.11,8.99,3.27,2.75,512,522,786,727,422,-19.5,0.47,0.25,-0.18,1.8,1,0,1,1,0,0,911412.510693196,816.9840318046242,5.99297260048448,5.8,1.872300371601183,91030879.01427466,99.8789,小型_超重構造_標準天井_混合構造,success,4.990624904632568,fcstd_outputs/sample96.FCStd
8.44,10.48,3.27,3.11,591,466,622,798,474,29.8,0.5,0.45,0.45,2.7,1,0,0,1,0,0,1435147.6114063747,1660.6121108959721,5.8103236483810345,4.27,1.3759906928501657,126940528.40602753,88.4512,小型_超重構造_標準天井_混合構造,success,6.28456711769104,fcstd_outputs/sample97.FCStd
11.3,10.9,3.16,3.23,556,531,621,403,446,24.3,0.21,0.7,-0.37,1.3,1,1,0,0,1,1,678120.2088684809,885.700575449321,5.780361560359397,4.32,0.780039605603927,83524066.1263308,123.17000000000002,中型_超重構造_標準天井_木造中心,success,7.130235910415649,fcstd_outputs/sample98.FCStd
10.42,9.71,2.73,3.45,595,470,793,503,442,1.9,0.27,0.22,-0.07,2.6,0,0,0,0,0,0,1042670.8727868042,1901.5662864906833,6.3902689728066795,7.0600000000000005,1.8711064485457385,105495562.10099784,101.1782,中型_超重構造_標準天井_RC中心,success,5.713841199874878,fcstd_outputs/sample99.FCStd
11.47,9.37,3.11,3.04,480,530,560,480,338,27.6,0.2,0.97,0.3,1.3,0,0,0,1,1,0,996724.8559989905,2000.0000000000002,5.286903898303857,3.99,1.1273502996293083,107121907.50114991,107.4739,中型_超重構造_標準天井_混合構造,success,8.451940059661865,fcstd_outputs/sample100.FCStd
11.08,9.69,3.11,3.4,404,490,433,408,458,-10.4,0.11,0.17,0.22,2.6,0,1,1,1,1,1,405699.4441689157,532.7363334672767,6.835990673435919,6.710000000000001,0.9592084693017735,43558001.96308447,107.3652,中型_超重構造_標準天井_木造中心,success,5.275712966918945,fcstd_outputs/sample101.FCStd
8.4,11.44,3.27,3.04,478,445,404,430,478,17.9,0.16,0.64,0.28,1.0,1,0,0,1,1,1,568247.79440199,943.9886694825243,6.017998358145966,5.96,0.47717184769501086,54606340.05085363,96.096,小型_超重構造_標準天井_木造中心,success,5.184396982192993,fcstd_outputs/sample102.FCStd
10.44,10.21,3.46,2.76,549,455,509,434,371,13.4,0.11,0.58,-0.4,2.1,0,0,1,1,1,1,499186.48335154104,757.4368402586554,6.506580071294652,5.91,1.030370532166603,53209485.3080008,106.5924,中型_超重構造_標準天井_木造中心,success,6.761592149734497,fcstd_outputs/sample103.FCStd
11.59,10.06,2.99,2.64,433,454,549,498,364,-23.9,0.59,0.66,-0.24,3.1,1,0,0,0,1,0,651983.8945526385,1162.0804257168952,6.090248062338654,4.86,0.7732203867528841,76018322.97892271,116.5954,中型_超重構造_標準天井_混合構造,success,6.264698028564453,fcstd_outputs/sample104.FCStd
9.9,11.89,3.12,3.4,514,498,547,421,391,-29.1,0.29,0.52,0.25,1.1,1,0,0,0,1,0,610085.9346436223,1108.2633178717226,5.616044191172567,4.84,1.015415529001773,71813825.45283543,117.71100000000001,中型_超重構造_標準天井_混合構造,success,6.677222967147827,fcstd_outputs/sample105.FCStd
11.74,11.89,2.68,3.01,529,485,478,736,307,23.0,0.32,0.99,-0.13,2.6,1,1,1,1,0,0,1097225.5958518719,1629.2233513147228,6.072406394860578,3.95,0.8827289725261641,153160184.8091286,139.5886,中型_超重構造_標準天井_木造中心,success,8.263666868209839,fcstd_outputs/sample106.FCStd
11.01,11.7,3.07,3.48,412,427,516,589,410,3.3,0.65,0.43,-0.31,3.4,1,1,0,1,0,0,635094.4486765732,932.7265434314966,7.250082752327752,6.92,0.49365925931523674,81810961.59517013,128.81699999999998,中型_超重構造_標準天井_混合構造,success,7.634068965911865,fcstd_outputs/sample107.FCStd
9.48,10.36,3.21,2.86,527,382,608,550,476,-22.0,0.32,0.77,-0.08,1.3,1,0,1,1,1,1,531871.4087183648,453.45822371616873,5.685845209603136,4.55,1.489392865745606,52236580.29017502,98.2128,小型_超重構造_標準天井_木造中心,success,6.608628988265991,fcstd_outputs/sample108.FCStd
10.97,8.98,3.24,2.74,511,493,432,794,371,-12.4,0.82,0.61,0.41,1.5,0,0,0,0,1,1,814921.7559281029,1448.6973535054005,6.799599870618815,6.51,1.7697639534055776,80278431.12953098,98.51060000000001,小型_超重構造_標準天井_混合構造,success,5.637364864349365,fcstd_outputs/sample109.FCStd
10.73,9.14,3.02,3.38,391,414,507,448,393,-19.5,0.28,0.54,-0.19,2.2,0,1,1,1,0,0,536659.6415278629,1049.764909968018,6.264515488062625,5.3,1.3168586355377425,52631391.695848875,98.07220000000001,小型_超重構造_標準天井_混合構造,success,5.853471994400024,fcstd_outputs/sample110.FCStd
11.08,10.15,3.45,2.98,506,544,724,450,374,11.9,0.43,0.87,-0.4,1.9,0,1,1,0,0,1,996208.9693640433,2000.0,6.442591332929353,5.5600000000000005,1.2053695291118802,112035653.11261904,112.462,中型_超重構造_標準天井_混合構造,success,7.167607069015503,fcstd_outputs/sample111.FCStd
8.86,11.59,3.21,2.76,431,365,457,792,371,23.3,0.15,0.68,0.23,2.9,0,1,0,0,1,0,599508.5070801177,1061.1921755869573,6.09306457330292,4.92,1.4090520203484425,61561969.86993888,102.6874,中型_重構造_標準天井_混合構造,success,5.922055959701538,fcstd_outputs/sample112.FCStd
9.46,11.92,3.23,2.96,506,577,635,660,301,-7.3,0.51,0.74,-0.2,3.1,0,1,0,1,1,1,576179.1627582773,729.5441131651882,6.951170909454528,5.52,1.2729380463410997,64971806.165944174,112.76320000000001,中型_超重構造_標準天井_木造中心,success,6.414757013320923,fcstd_outputs/sample113.FCStd
10.67,11.37,2.73,3.01,533,502,404,442,352,-25.9,0.73,0.86,-0.17,2.5,0,0,1,0,0,1,698875.9800048075,1584.5110073045134,6.2889622908514795,3.66,0.888371629300214,84786166.25462523,121.3179,中型_超重構造_標準天井_混合構造,success,7.385021924972534,fcstd_outputs/sample114.FCStd
8.67,8.39,3.14,3.05,579,476,586,618,347,-16.6,0.64,0.23,0.2,1.2,0,1,1,1,1,0,526790.0483119268,648.0967631185354,5.937188032126585,6.09,2.6697298515343273,38319392.94127236,72.74130000000001,小型_超重構造_標準天井_木造中心,success,4.744707107543945,fcstd_outputs/sample115.FCStd
9.17,9.16,3.33,2.84,430,564,749,549,437,25.9,0.61,0.77,-0.3,2.7,1,1,0,0,1,0,866360.9549183593,968.0889411650683,5.775448820292817,3.66,1.4788304501956686,72771894.40246841,83.9972,小型_超重構造_標準天井_混合構造,success,7.172510147094727,fcstd_outputs/sample116.FCStd
8.4,10.53,3.48,2.79,384,445,497,453,322,26.8,0.11,0.74,0.07,1.9,1,1,0,0,0,0,604297.8932363411,1256.7854796067045,5.605857299349062,4.07,1.0488334066190141,53451357.25254084,88.452,小型_超重構造_標準天井_混合構造,success,6.053030014038086,fcstd_outputs/sample117.FCStd
8.36,9.81,2.72,3.45,450,531,548,568,418,-10.3,0.84,0.27,0.1,2.8,1,0,1,1,1,0,474333.7783704837,420.79313079307855,6.540386380526383,6.220000000000001,1.1376743403114056,38900872.09820876,82.0116,小型_超重構造_標準天井_木造中心,success,5.341475963592529,fcstd_outputs/sample118.FCStd
11.42,9.58,2.81,3.48,456,449,688,776,341,-27.6,0.37,0.89,0.18,1.3,1,1,1,1,0,0,993015.6954535155,1143.8539879871373,5.455972322529409,3.99,2.44073545846139,108639491.93911822,109.4036,中型_超重構造_標準天井_木造中心,success,7.59696102142334,fcstd_outputs/sample119.FCStd
11.16,8.88,3.41,2.91,365,433,584,719,469,-25.1,0.9,0.69,0.21,1.3,1,1,1,1,0,1,657154.797770761,764.5023958724713,6.148985347458866,5.24,2.161773089367244,65124566.182920635,99.1008,小型_重構造_標準天井_木造中心,success,11.020893096923828,fcstd_outputs/sample120.FCStd
10.6,8.21,3.28,3.12,496,545,785,533,307,-25.9,0.35,0.6,0.08,1.4,1,1,0,0,0,0,804161.4709103883,1105.343723118437,5.3779125546341815,5.16,2.116521039532156,69982956.16744746,87.02600000000001,小型_超重構造_標準天井_混合構造,success,6.823677062988281,fcstd_outputs/sample121.FCStd
10.12,9.46,3.43,2.83,507,364,658,717,465,-20.9,0.45,0.19,0.09,1.9,1,1,1,0,1,1,612660.7293665968,564.0325456187237,6.145744213467433,6.16,2.4721359923384254,58653197.45805702,95.7352,小型_超重構造_標準天井_木造中心,success,5.157681941986084,fcstd_outputs/sample122.FCStd
10.96,8.59,3.06,3.05,366,365,764,440,347,-4.2,0.37,0.8,-0.45,1.9,0,0,0,0,1,0,801644.7384776676,1912.608866293378,6.172900359858652,6.33,1.786052175768443,75471966.20661388,94.1464,小型_重構造_標準天井_RC中心,success,6.606202840805054,fcstd_outputs/sample123.FCStd
10.01,11.86,2.91,2.94,420,487,618,537,407,25.5,0.35,0.57,-0.14,3.3,1,0,1,0,0,0,743565.2658431865,1233.365046188732,5.9942840635641135,4.7,0.6485760052017271,88275027.36953092,118.7186,中型_超重構造_標準天井_混合構造,success,7.267596960067749,fcstd_outputs/sample124.FCStd
8.82,9.9,2.65,3.36,521,450,464,724,428,16.1,0.22,0.8,-0.33,1.1,1,1,1,1,0,0,866696.1167887565,1183.9271263236835,5.8690500283931035,5.140000000000001,1.5055698205874553,75678171.52576065,87.31800000000001,小型_超重構造_標準天井_木造中心,success,5.918500900268555,fcstd_outputs/sample125.FCStd
9.9,8.0,2.84,2.95,537,550,563,690,390,18.3,0.88,0.12,0.13,2.7,0,0,0,0,0,0,853535.532378584,1520.0428001208559,6.125214575111522,5.92,1.964340247654603,67600014.16438386,79.2,小型_超重構造_標準天井_RC中心,success,6.862826824188232,fcstd_outputs/sample126.FCStd
10.72,8.01,2.86,2.65,361,592,563,511,333,-17.3,0.29,0.48,-0.32,3.3,1,1,1,0,0,0,650496.1031912148,1050.1007014587772,5.810735620764111,5.52,0.8659564715444004,55856278.991940685,85.8672,小型_超重構造_低天井_混合構造,success,9.166300296783447,fcstd_outputs/sample127.FCStd
8.58,9.8,3.41,3.41,417,493,433,523,454,7.9,0.31,0.89,0.0,1.9,0,1,0,0,1,1,525764.5437750352,1008.4362080030555,6.744651280127228,5.960000000000001,1.3758255293099575,44208385.89878006,84.084,小型_超重構造_標準天井_混合構造,success,6.431633949279785,fcstd_outputs/sample128.FCStd
8.87,9.84,2.65,2.62,532,473,580,624,373,2.4,0.68,0.95,-0.43,1.4,1,1,0,0,1,1,804361.4855383433,1018.8652329751227,5.775969007050244,6.51,0.8886115490163498,70205313.94697502,87.28079999999999,小型_超重構造_低天井_木造中心,success,6.569456100463867,fcstd_outputs/sample129.FCStd
10.17,8.99,3.24,2.81,567,459,542,499,477,16.7,0.27,0.28,0.2,2.0,1,0,1,1,1,0,543300.7837489516,540.0460313797704,6.129463777161372,5.58,1.0444311076450328,49673067.046834275,91.42830000000001,小型_超重構造_標準天井_木造中心,success,5.342340707778931,fcstd_outputs/sample130.FCStd
9.05,11.31,3.31,2.85,549,515,754,780,432,28.4,0.29,0.8,0.42,1.4,1,0,1,0,1,1,1067205.4778295276,967.3001176588685,5.269845937274348,3.91,2.4362682796758133,109234350.28598021,102.3555,中型_超重構造_標準天井_木造中心,success,6.413601875305176,fcstd_outputs/sample131.FCStd
9.59,8.09,2.63,3.25,436,389,455,755,301,-29.4,0.24,0.28,-0.32,3.0,1,1,1,0,1,1,492310.4441550568,563.7734508752623,5.358839588752279,4.3100000000000005,1.2374147871302064,38194970.41992619,77.5831,小型_超重構造_標準天井_木造中心,success,5.063508033752441,fcstd_outputs/sample132.FCStd
8.3,10.37,2.84,3.47,366,398,466,429,397,23.1,0.5,0.9,-0.03,3.4,1,0,0,1,1,1,606928.8928426559,1209.5735699168692,6.1173744987455185,3.9399999999999995,0.5771027778396394,52238976.735860236,86.071,小型_重構造_標準天井_木造中心,success,6.320361137390137,fcstd_outputs/sample133.FCStd
10.24,10.14,2.91,2.9,412,588,494,735,412,-27.9,0.59,0.04,-0.26,2.3,1,1,0,1,1,0,422174.10577996157,288.9834890567585,5.973631619377299,4.96,2.0962866991450673,43835857.22991422,103.8336,中型_超重構造_標準天井_木造中心,success,5.368563890457153,fcstd_outputs/sample134.FCStd
10.37,10.46,3.05,3.08,351,545,476,636,379,29.5,0.37,0.8,0.48,1.9,0,0,1,0,0,0,898804.9565139357,1911.10445741095,5.720702607055356,3.8,1.4793409696015272,97493553.39405791,108.4702,中型_超重構造_標準天井_RC中心,success,8.390058040618896,fcstd_outputs/sample135.FCStd
10.71,10.02,2.61,3.24,395,508,533,453,326,-14.2,0.79,0.48,0.4,2.6,0,1,1,0,0,1,561934.5829513154,1210.088230193437,6.631405012374757,5.83,1.2679998039716103,60303560.22175406,107.3142,中型_超重構造_標準天井_混合構造,success,6.453331232070923,fcstd_outputs/sample136.FCStd
10.66,10.0,3.1,2.69,529,532,680,430,389,-1.6,0.37,0.53,0.19,1.6,1,0,0,1,1,0,692433.3759146149,1035.7805053686204,6.342726340304064,7.59,1.1093627860598239,73813397.87249795,106.6,中型_超重構造_標準天井_混合構造,success,6.437177896499634,fcstd_outputs/sample137.FCStd
8.08,8.81,3.26,2.84,369,474,574,798,311,-7.1,0.72,0.08,-0.17,2.0,0,0,0,0,1,0,523539.23931909277,898.2879381059878,6.498789158298104,7.039999999999999,3.00943466106175,37268036.04308176,71.18480000000001,小型_超重構造_標準天井_RC中心,success,4.804459810256958,fcstd_outputs/sample138.FCStd
8.72,10.1,3.16,2.96,585,578,658,474,318,2.7,0.89,0.56,0.14,3.2,1,1,1,0,0,1,686897.7928989481,1082.2929659731467,6.827959959629884,6.98,0.7159399626046166,60496462.41619616,88.072,小型_超重構造_標準天井_木造中心,success,5.4254961013793945,fcstd_outputs/sample139.FCStd
8.16,11.7,3.33,2.63,397,473,580,512,490,-11.0,0.24,0.84,0.34,1.9,1,1,0,1,0,1,669631.6390860114,890.3288624621878,6.09612247984647,5.65,1.054648576165848,63931071.846819684,95.472,小型_超重構造_標準天井_木造中心,success,5.981928825378418,fcstd_outputs/sample140.FCStd
9.26,10.62,3.13,2.82,463,530,524,738,354,4.4,0.49,0.33,-0.41,2.1,0,0,0,0,0,0,967672.6318407368,1895.2287897824706,6.612264200186354,6.8100000000000005,1.7331906722206594,95162087.82237625,98.34119999999999,小型_超重構造_標準天井_RC中心,success,5.968557596206665,fcstd_outputs/sample141.FCStd
8.85,8.82,3.42,3.26,595,380,420,466,474,20.5,0.89,0.56,0.39,3.2,1,1,1,0,0,0,716787.7618921554,1277.8997939726612,6.825800730056228,5.2,0.620655632720352,55950302.33001597,78.057,小型_超重構造_標準天井_混合構造,success,5.138132810592651,fcstd_outputs/sample142.FCStd
11.31,12.0,3.25,2.6,582,580,703,593,332,-16.5,0.53,0.39,0.22,1.4,0,1,0,1,0,0,731254.6476654437,1177.8805555768831,6.240831512896501,6.1,1.4207679410533047,99245880.78115402,135.72,中型_超重構造_標準天井_混合構造,success,6.7002692222595215,fcstd_outputs/sample143.FCStd
8.86,11.7,3.2,2.61,508,471,541,509,473,-16.6,0.16,0.85,0.32,2.0,1,0,1,0,1,1,660214.0554481068,811.8377786288585,6.076980665927044,4.59,1.2144545479015514,68439109.41586165,103.66199999999999,中型_超重構造_標準天井_木造中心,success,6.472709894180298,fcstd_outputs/sample144.FCStd
11.04,8.73,2.89,2.67,492,428,672,665,461,-21.5,0.38,0.17,-0.23,1.5,1,1,0,1,0,1,641758.4945371214,640.8431722968684,5.623819626711155,6.1,1.8720179279060478,61852170.296692125,96.3792,小型_超重構造_低天井_木造中心,success,5.053880929946899,fcstd_outputs/sample145.FCStd
11.29,8.73,3.32,2.87,491,520,779,462,329,-5.4,0.46,0.41,-0.43,2.7,1,0,1,0,0,1,754038.1159889735,1149.1730561706827,6.453288482461362,6.710000000000001,0.9319479137928391,74319278.57667041,98.5617,小型_超重構造_標準天井_混合構造,success,6.051476001739502,fcstd_outputs/sample146.FCStd
11.32,9.49,3.36,3.0,395,353,781,667,336,-2.8,0.7,0.35,-0.02,1.0,1,0,0,1,1,1,722657.3530727917,909.3579272685313,6.599554603015682,7.470000000000001,1.9067151586577562,77632766.93708017,107.4268,中型_重構造_標準天井_木造中心,success,6.211160898208618,fcstd_outputs/sample147.FCStd
9.56,10.65,2.95,2.76,440,363,408,482,441,-10.6,0.25,0.28,-0.07,2.5,1,1,1,1,1,0,416606.5291374102,435.7479111002485,6.367090698408548,6.1899999999999995,0.9029333022300082,42416377.15759629,101.81400000000001,中型_超重構造_標準天井_木造中心,success,4.9951372146606445,fcstd_outputs/sample148.FCStd
8.1,8.86,3.45,3.2,559,515,429,429,330,-13.2,0.34,0.44,0.33,2.8,0,1,1,0,1,1,490872.57100468973,881.731166037751,6.630858392701428,5.93,1.423672265573401,35227960.93072256,71.76599999999999,小型_超重構造_標準天井_木造中心,success,4.505985975265503,fcstd_outputs/sample149.FCStd
10.17,8.0,2.73,2.66,551,449,637,603,445,-12.9,0.18,0.84,0.2,3.4,1,0,1,1,0,1,923369.5514193495,1073.6943748885606,5.738301014763992,4.960000000000001,0.9346611079094819,75125346.70347828,81.36,小型_超重構造_低天井_木造中心,success,6.04903507232666,fcstd_outputs/sample150.FCStd
9.38,11.53,2.98,2.95,406,454,794,799,300,16.0,0.8,0.75,-0.14,1.8,1,1,0,0,1,0,798189.4215411014,855.8598372278498,6.2757721029440905,5.15,1.7374121228030568,86325303.40486029,108.15140000000001,中型_超重構造_標準天井_混合構造,success,6.438521862030029,fcstd_outputs/sample151.FCStd
8.3,11.88,3.14,3.03,403,378,666,768,473,11.8,0.17,0.31,0.42,1.3,1,0,1,0,1,1,688876.9201497876,686.5185283526747,6.130318260733531,6.57,1.881442819995576,67926019.83444966,98.60400000000001,小型_重構造_標準天井_木造中心,success,5.4511449337005615,fcstd_outputs/sample152.FCStd
10.65,9.29,2.62,2.65,455,545,621,685,313,-11.0,0.74,0.93,0.4,3.4,1,1,1,0,1,1,830681.3000791861,1000.4336775493853,6.219499867513532,5.15,0.9149735904630125,82186361.80788454,98.93849999999999,小型_超重構造_低天井_木造中心,success,6.549904108047485,fcstd_outputs/sample153.FCStd
8.74,10.33,3.11,2.92,500,448,607,546,490,-10.6,0.65,0.86,-0.32,3.3,1,1,1,1,1,1,567123.1615768033,521.2369940658223,6.588262237654386,5.1899999999999995,0.7518931291881149,51202260.94443242,90.2842,小型_超重構造_標準天井_木造中心,success,6.484830856323242,fcstd_outputs/sample154.FCStd
8.5,8.64,3.11,3.39,489,523,705,630,305,-21.7,0.38,0.27,-0.31,3.3,0,0,0,1,0,1,751610.0900618276,1303.1573501221535,5.928597052683001,5.08,1.2057008002047453,55198245.01414061,73.44,小型_超重構造_標準天井_混合構造,success,5.150130987167358,fcstd_outputs/sample155.FCStd
10.03,10.8,3.4,3.19,542,586,698,455,396,-9.3,0.53,0.23,-0.29,3.0,1,0,1,1,0,1,579278.8022836299,719.0851344410985,6.901001545902806,6.32,0.6881042922329808,62749796.97857192,108.324,中型_超重構造_標準天井_木造中心,success,6.233150959014893,fcstd_outputs/sample156.FCStd
10.96,10.48,2.93,2.9,397,397,499,441,446,18.9,0.54,0.85,0.43,2.7,0,1,1,0,1,0,653277.5206332263,1488.6944121387753,6.5848247013509935,4.36,0.8649771842141082,75035978.64194888,114.86080000000001,中型_重構造_標準天井_混合構造,success,7.0450310707092285,fcstd_outputs/sample157.FCStd
9.02,11.63,3.48,3.13,498,537,756,541,374,-1.9,0.8,0.44,-0.06,2.2,0,0,1,0,1,0,643770.206420981,999.6676285883444,7.114467939875424,7.0600000000000005,1.8696382764707087,67533168.4560976,104.9026,中型_超重構造_標準天井_混合構造,success,5.863440990447998,fcstd_outputs/sample158.FCStd
10.64,9.91,3.25,3.1,494,581,587,596,462,16.5,0.27,0.4,-0.33,1.8,0,1,1,0,0,0,868415.9357881505,1632.6131878657347,6.365024634623258,6.1,1.5586351332860158,91567860.4677485,105.4424,中型_超重構造_標準天井_混合構造,success,6.7307610511779785,fcstd_outputs/sample159.FCStd
9.91,9.29,2.9,3.25,377,428,570,501,338,-26.4,0.57,0.82,-0.02,1.5,1,0,1,1,0,0,596344.5466002374,901.1888099270618,5.604780092953232,4.11,1.4686492547616141,54901804.70374959,92.06389999999999,小型_超重構造_標準天井_混合構造,success,6.720837116241455,fcstd_outputs/sample160.FCStd
10.3,10.76,3.41,3.31,357,415,407,485,410,-29.2,0.13,0.21,-0.28,3.0,0,1,1,0,1,1,412339.65518369176,678.3507082633234,6.355668322573371,4.33,1.1833959433578407,45698779.30469819,110.828,中型_重構造_標準天井_木造中心,success,6.699939012527466,fcstd_outputs/sample161.FCStd
11.86,9.74,2.84,3.49,362,491,617,688,393,11.9,0.77,0.83,-0.05,2.3,1,1,0,0,0,0,1052393.624981673,1637.4125096255925,6.746078768864809,5.0600000000000005,0.7394555948322281,121568722.94083291,115.51639999999999,中型_超重構造_標準天井_混合構造,success,9.31067705154419,fcstd_outputs/sample162.FCStd
11.29,9.77,2.76,2.64,356,425,620,437,446,-21.4,0.26,0.07,-0.46,2.2,0,1,1,1,1,1,372300.578709409,389.09530993391337,5.723473903496621,5.61,1.2526422989358723,41065982.42355755,110.3033,中型_重構造_低天井_木造中心,success,5.721074104309082,fcstd_outputs/sample163.FCStd
9.25,9.37,3.28,2.86,355,560,602,718,450,17.3,0.15,0.48,0.15,1.6,0,1,1,0,1,1,697213.7302464055,976.5139280340536,6.041738802070159,6.02,2.4654617491685977,60429257.034781575,86.6725,小型_超重構造_標準天井_木造中心,success,5.388440132141113,fcstd_outputs/sample164.FCStd
11.29,9.41,3.0,3.23,593,476,543,484,401,-0.9,0.66,0.17,-0.36,2.2,0,1,1,0,1,1,554902.3414427843,839.8143823862985,6.9487998039346355,7.66,1.1941443384685784,58952214.36230581,106.23889999999999,中型_超重構造_標準天井_木造中心,success,6.494277000427246,fcstd_outputs/sample165.FCStd
11.33,10.81,2.88,3.29,355,461,699,736,462,21.7,0.78,0.53,-0.22,1.8,1,0,0,1,0,1,1103900.7228556583,1369.7139836204444,6.4637104686549645,5.58,0.9966265610020899,135202780.00340933,122.4773,中型_超重構造_標準天井_混合構造,success,7.287106037139893,fcstd_outputs/sample166.FCStd
8.22,9.57,3.33,2.97,509,558,444,791,380,-10.1,0.53,0.89,0.08,3.0,1,0,1,0,0,1,912618.9859328967,1314.1691767906077,6.666719810432089,5.24,0.9202698402201558,71791537.5760057,78.6654,小型_超重構造_標準天井_混合構造,success,5.51019811630249,fcstd_outputs/sample167.FCStd
11.9,8.65,3.32,3.39,534,463,420,653,378,-4.4,0.57,0.84,-0.3,1.8,0,1,0,1,1,0,693372.6393450194,1134.3856120303435,7.053802320062026,6.3100000000000005,1.2519432472397443,71372312.63097957,102.935,中型_超重構造_標準天井_混合構造,success,6.838258981704712,fcstd_outputs/sample168.FCStd
