Lx,Ly,H1,H2,tf,tr,bc,hc,tw_ext,wall_tilt_angle,window_ratio_2f,roof_morph,roof_shift,balcony_depth,material_columns,material_floor1,material_floor2,material_roof,material_walls,material_balcony,cost_per_sqm,co2_per_sqm,comfort_score,constructability_score,safety_factor,total_cost,floor_area,design_pattern,evaluation_status,evaluation_time_s,fcstd_path
9.66,11.83,3.07,2.98,552,596,857,582,347,-17.3,0.76,0.5,0.5,1.1,1,0,1,1,0,0,855537.9033022488,857.3724130417129,6.24036150481967,6.02,1.4762491004776566,97768989.40599373,114.2778,中型_超重構造_標準天井_混合構造,success,4.784870862960815,fcstd_outputs/sample79.FCStd
8.91,10.32,2.98,3.02,480,459,631,609,344,-16.1,0.48,0.3,-0.25,2.3,1,0,1,0,1,0,550680.724085058,669.031159402238,6.203542127263914,5.640000000000001,1.6057064919605344,50635753.396489985,91.9512,小型_超重構造_標準天井_混合構造,success,4.724055051803589,fcstd_outputs/sample80.FCStd
10.49,9.84,2.91,2.72,522,503,839,694,470,10.7,0.8,0.16,-0.04,2.8,0,1,1,1,0,1,789726.8282191228,898.1851017005541,6.471444521995857,6.68,1.846069169437768,81516866.771703,103.2216,中型_超重構造_標準天井_木造中心,success,4.751826047897339,fcstd_outputs/sample81.FCStd
10.22,10.65,3.46,2.74,419,435,913,847,361,-4.4,0.23,0.52,-0.14,3.3,0,0,1,0,1,0,828550.3374918747,1046.1727316859287,6.545442487688748,6.8100000000000005,1.096844212542102,90181904.38362812,108.843,中型_超重構造_標準天井_混合構造,success,4.250833034515381,fcstd_outputs/sample82.FCStd
10.39,11.4,3.29,2.62,430,456,445,423,380,17.6,0.48,0.13,0.27,3.5,1,1,1,1,1,1,360287.8427197407,303.3655520751005,6.569640838684382,5.99,0.47805982002505404,42674653.81878241,118.44600000000001,中型_超重構造_標準天井_木造中心,success,3.8988330364227295,fcstd_outputs/sample83.FCStd
9.84,8.25,2.99,3.01,580,567,505,957,412,-27.1,0.61,0.31,0.05,1.7,1,1,0,0,0,1,1000153.2208044891,1044.051268679434,5.654657555437517,5.04,2.7399012352704006,81192438.46490842,81.17999999999999,小型_超重構造_標準天井_混合構造,success,4.4582200050354,fcstd_outputs/sample84.FCStd
10.06,8.09,3.4,2.89,438,388,715,529,449,-0.3,0.22,0.65,0.19,1.2,1,0,0,1,1,0,750169.3905256813,1033.0115404157732,6.025355771485429,7.720000000000001,2.064600954340153,61052835.91568879,81.3854,小型_超重構造_標準天井_混合構造,success,4.4837751388549805,fcstd_outputs/sample85.FCStd
10.48,10.66,3.07,2.76,589,456,798,817,374,13.6,0.2,0.85,-0.31,3.2,1,1,1,0,1,0,1343378.4816999105,1173.0976609995944,6.030735489502403,4.890000000000001,0.8157476964185917,150077945.16437256,111.7168,中型_超重構造_標準天井_木造中心,success,5.824298143386841,fcstd_outputs/sample86.FCStd
9.83,11.44,2.95,2.98,492,396,870,779,373,17.9,0.26,0.23,-0.0,2.0,1,1,1,0,1,1,866044.9610202784,728.4698266136818,5.990178214031081,5.46,2.168437467446553,97391259.3005276,112.45519999999999,中型_超重構造_標準天井_木造中心,success,5.288350820541382,fcstd_outputs/sample87.FCStd
11.22,8.24,3.5,3.07,438,455,939,449,301,5.8,0.52,0.86,0.11,3.0,0,1,1,0,0,0,965546.1418203884,1999.9999999999998,6.699258600864116,5.67,1.7004155223915605,89267444.34049201,92.45280000000001,小型_超重構造_標準天井_混合構造,success,5.569287300109863,fcstd_outputs/sample88.FCStd
9.74,10.27,3.45,2.9,588,569,554,688,498,-29.5,0.57,0.69,-0.22,1.2,0,1,0,1,1,1,601539.91378698,675.4982834297957,5.723456474834752,4.8,2.5788282979807726,60171917.26812885,100.0298,中型_超重構造_標準天井_木造中心,success,5.3617260456085205,fcstd_outputs/sample89.FCStd
9.97,9.96,2.77,2.85,370,554,521,417,345,10.4,0.12,0.02,-0.02,1.7,0,0,0,0,0,1,483203.63838491146,977.961089168953,5.785566380972032,7.210000000000001,1.0393976967831775,47982701.13598777,99.30120000000001,小型_超重構造_標準天井_RC中心,success,3.691434860229492,fcstd_outputs/sample90.FCStd
11.87,10.6,2.96,2.77,563,527,598,915,401,-25.4,0.51,0.89,0.02,2.9,0,1,1,1,1,1,888072.0121988626,967.2060692002972,6.083726511138003,3.71,1.584521193154826,111738996.71888529,125.82199999999999,中型_超重構造_標準天井_木造中心,success,6.241865873336792,fcstd_outputs/sample91.FCStd
8.18,10.88,2.81,2.92,423,440,756,856,418,-27.6,0.12,0.21,-0.27,1.0,1,0,1,1,0,0,859397.912503889,693.2287222254748,4.8279086286612,4.99,3.3261157181047,76485039.17618611,88.9984,小型_超重構造_標準天井_混合構造,success,4.232363224029541,fcstd_outputs/sample92.FCStd
9.97,8.53,3.47,2.93,416,562,700,719,344,-8.2,0.24,0.11,0.3,1.6,0,1,0,0,0,1,651413.5894839574,931.2430539761664,6.2631043857188065,7.43,2.637653050150274,55398882.44543262,85.0441,小型_超重構造_標準天井_混合構造,success,4.534229040145874,fcstd_outputs/sample93.FCStd
11.67,8.92,2.96,3.02,428,522,465,979,375,-6.5,0.85,0.66,-0.03,2.1,0,0,0,0,0,1,1097370.9886845604,1852.921592277453,7.048655479290975,6.6,1.9933846537699784,114232369.38650347,104.0964,中型_超重構造_標準天井_RC中心,success,5.266464948654175,fcstd_outputs/sample94.FCStd
8.81,11.99,2.74,3.16,496,509,966,627,449,-27.1,0.5,0.56,0.28,2.4,0,1,1,0,1,1,757136.7872508037,864.9751755470164,5.607754269525129,4.54,2.6444017765626926,79977797.39719817,105.6319,中型_超重構造_標準天井_木造中心,success,5.38883376121521,fcstd_outputs/sample95.FCStd
8.02,8.79,3.04,2.92,394,546,442,446,446,9.8,0.54,0.13,-0.14,2.4,1,0,0,1,0,1,536334.164063169,926.0216316252094,6.3404591067512115,6.77,0.8363303125507705,37809305.96296435,70.49579999999999,小型_超重構造_標準天井_混合構造,success,3.241316080093384,fcstd_outputs/sample96.FCStd
10.94,11.54,3.05,3.08,524,356,465,951,471,1.3,0.84,0.19,-0.14,1.3,1,0,1,0,0,1,859188.2300706509,929.8658806914768,6.835616900999401,8.12,0.10511136018457023,108470451.9946675,126.24759999999999,中型_超重構造_標準天井_混合構造,success,4.898937940597534,fcstd_outputs/sample97.FCStd
11.94,11.32,3.17,3.09,381,570,676,628,414,-21.3,0.76,0.41,-0.14,2.7,1,1,1,0,0,1,838458.6597023344,994.8589888154419,6.8057617517006435,5.12,0.9880683591416747,113326743.21229528,135.1608,中型_超重構造_標準天井_木造中心,success,5.325945854187012,fcstd_outputs/sample98.FCStd
10.91,8.7,3.38,3.16,595,381,534,702,394,-5.0,0.87,0.67,-0.4,3.3,1,1,0,1,0,0,785072.5830649816,1001.229067024775,7.050037446465165,6.75,0.7985162708182365,74516734.36677885,94.91699999999999,小型_超重構造_標準天井_混合構造,success,6.009688138961792,fcstd_outputs/sample99.FCStd
8.24,10.77,3.42,2.71,468,531,436,738,302,5.4,0.17,0.85,-0.01,2.5,0,1,1,1,0,0,644590.2940513954,1132.5980271499163,6.586880729978251,5.710000000000001,1.5430754069808188,57204036.727532275,88.7448,小型_超重構造_標準天井_混合構造,success,4.805237054824829,fcstd_outputs/sample100.FCStd
9.64,11.12,3.21,2.83,397,350,518,625,383,3.1,0.65,0.97,0.49,1.0,1,1,0,1,0,0,757528.0433212051,1359.737900299274,6.251204710510443,6.4399999999999995,0.5131031381422388,81204582.15429455,107.1968,中型_重構造_標準天井_混合構造,success,6.316637992858887,fcstd_outputs/sample101.FCStd
10.34,11.7,2.61,2.73,423,585,723,990,419,20.6,0.71,0.69,0.1,2.7,1,0,1,1,0,0,1197823.4756992033,954.4855382010039,5.996225745251642,5.1899999999999995,1.1032573480160146,144910288.4431382,120.978,中型_超重構造_低天井_混合構造,success,5.574294805526733,fcstd_outputs/sample102.FCStd
11.5,10.47,3.17,2.7,574,369,766,502,338,5.6,0.8,0.33,-0.48,3.1,0,0,1,1,1,0,605518.718597104,867.1702992801612,6.976786702474525,6.6899999999999995,1.0320671532313008,72907481.3126843,120.405,中型_超重構造_標準天井_混合構造,success,5.13618016242981,fcstd_outputs/sample103.FCStd
10.02,9.0,2.8,2.89,566,446,496,626,468,-23.2,0.45,0.31,-0.13,1.9,1,1,1,1,1,1,497964.95888573676,402.21163091428394,5.847239801091159,5.43,1.9552886447760214,44906479.99231574,90.17999999999999,小型_超重構造_標準天井_木造中心,success,4.349277973175049,fcstd_outputs/sample104.FCStd
10.79,10.54,3.13,2.88,584,454,936,630,417,10.9,0.29,0.1,-0.14,3.5,0,1,0,0,0,1,843933.4204949236,1095.533720226304,6.32725203937146,6.66,0.7370832265726035,95977678.53925796,113.72659999999998,中型_超重構造_標準天井_混合構造,success,5.078266143798828,fcstd_outputs/sample105.FCStd
8.89,8.75,3.33,2.8,586,498,983,635,330,7.2,0.5,0.05,0.06,2.7,0,1,1,0,0,0,773534.9767365399,1052.1227311492319,6.088721503872121,7.029999999999999,1.7502856349387585,60171352.002893604,77.78750000000001,小型_超重構造_標準天井_混合構造,success,3.5410308837890625,fcstd_outputs/sample106.FCStd
10.23,8.89,2.97,2.8,488,393,905,894,459,-17.3,0.26,0.46,-0.18,1.4,0,1,0,1,1,1,763637.8331743424,703.2195870534548,5.3817333762929485,6.02,4.557340571347496,69448813.64669062,90.94470000000001,小型_超重構造_標準天井_木造中心,success,3.7433290481567383,fcstd_outputs/sample107.FCStd
10.52,10.44,3.34,2.73,429,356,473,437,337,-27.5,0.78,0.09,-0.14,1.9,0,1,0,1,1,1,334937.09625285555,394.51752555311316,6.204850813981893,5.5,1.3150337168363422,36785739.35693562,109.82879999999999,中型_重構造_標準天井_木造中心,success,3.7938501834869385,fcstd_outputs/sample108.FCStd
9.99,11.18,3.33,3.13,568,382,934,873,477,-9.6,0.48,1.0,-0.09,3.3,1,1,1,0,0,0,2080083.7419247038,1895.1262192583117,6.541114029746333,5.289999999999999,0.7557878395261652,232320808.9848347,111.6882,中型_超重構造_標準天井_混合構造,success,6.099729776382446,fcstd_outputs/sample109.FCStd
9.94,8.08,3.08,2.94,513,519,430,470,390,-28.1,0.28,0.38,0.29,2.2,1,1,1,1,1,0,445837.54904168245,466.0644018655084,5.620098496362973,4.4399999999999995,1.615838842845981,35807531.91879253,80.31519999999999,小型_超重構造_標準天井_木造中心,success,4.55011773109436,fcstd_outputs/sample110.FCStd
10.24,9.46,3.34,3.08,395,394,930,462,377,-8.4,0.77,0.47,-0.43,2.2,1,0,1,1,1,0,490451.62844555103,486.2817091410925,6.654635213359767,6.41,1.5491189522634023,47510245.42817192,96.87040000000002,小型_重構造_標準天井_木造中心,success,6.26364803314209,fcstd_outputs/sample111.FCStd
8.93,10.76,3.47,2.68,358,567,691,743,426,11.2,0.17,0.6,0.2,2.5,0,0,0,0,0,0,1176577.0984223955,1863.807267664513,6.515129516380152,6.130000000000001,2.1415044624229633,113053528.34069303,96.0868,小型_超重構造_標準天井_RC中心,success,4.91651177406311,fcstd_outputs/sample112.FCStd
9.29,9.86,3.15,2.86,469,483,613,886,330,17.0,0.4,0.54,0.44,1.8,1,0,0,0,0,0,1194118.6549286526,1738.835479890982,6.047856639460681,6.050000000000001,1.7154211689281949,109380552.32027161,91.59939999999999,小型_超重構造_標準天井_RC中心,success,6.248872995376587,fcstd_outputs/sample113.FCStd
11.22,9.96,2.98,3.0,414,418,524,421,320,29.2,0.62,0.17,0.11,3.1,1,0,0,1,0,1,530831.3215970575,1045.1752527017766,5.848516383547615,4.83,0.7938868232055399,59321037.1860571,111.75120000000001,中型_超重構造_標準天井_混合構造,success,6.064244031906128,fcstd_outputs/sample114.FCStd
8.46,9.33,2.67,2.64,539,571,435,660,490,-4.3,0.69,0.12,-0.24,2.3,1,1,0,1,0,0,554803.3241163252,657.7275580673422,6.368807137876322,7.32,1.30395297760501,43791625.018484965,78.93180000000001,小型_超重構造_低天井_混合構造,success,3.3585331439971924,fcstd_outputs/sample115.FCStd
9.77,10.05,3.12,2.87,466,551,850,811,418,-10.3,0.43,0.36,0.06,3.4,1,1,1,1,0,1,1073017.2057431543,809.9124438550814,6.377254104573518,6.220000000000001,0.7759943188846956,105357949.9061117,98.1885,小型_超重構造_標準天井_木造中心,success,4.751914978027344,fcstd_outputs/sample116.FCStd
11.28,9.09,2.77,3.01,571,412,781,641,322,-28.4,0.32,0.49,0.14,2.6,1,1,1,1,0,1,826286.1939893983,814.9031007750017,5.318206123583916,4.41,1.6626860749492842,84723420.15794174,102.53519999999999,中型_超重構造_標準天井_木造中心,success,6.6679301261901855,fcstd_outputs/sample117.FCStd
11.76,9.6,3.26,2.62,405,530,446,966,487,-22.1,0.13,0.19,-0.02,1.4,0,1,1,1,1,1,565506.8797128192,533.7718726976294,5.931226224249647,6.04,2.033895775072788,63843464.692058444,112.896,中型_超重構造_標準天井_木造中心,success,4.614877939224243,fcstd_outputs/sample118.FCStd
11.24,9.85,3.5,3.03,483,371,567,781,340,22.0,0.55,0.27,0.47,2.2,0,1,1,1,0,1,680447.0456148391,1104.3672785009048,6.579417088887291,5.05,1.6490771756433553,75335014.20820129,110.714,中型_超重構造_標準天井_木造中心,success,6.456492900848389,fcstd_outputs/sample119.FCStd
10.48,9.14,3.29,2.62,594,555,567,617,331,4.2,0.34,0.29,-0.35,2.0,0,1,0,0,1,0,596682.315897184,1077.7961135304647,6.470308397644626,6.83,1.7124460944920261,57154528.329306744,95.78720000000001,小型_超重構造_標準天井_混合構造,success,5.879457950592041,fcstd_outputs/sample120.FCStd
9.81,10.33,2.96,2.73,404,442,951,483,326,-17.6,0.45,0.66,-0.1,1.6,1,0,1,0,0,1,751111.6910419888,938.401518682098,5.583973513525184,5.99,1.6366388995780288,76115630.76862933,101.3373,中型_超重構造_標準天井_混合構造,success,4.356152057647705,fcstd_outputs/sample121.FCStd
8.74,8.33,2.63,3.16,470,590,775,617,470,-25.8,0.74,0.59,0.1,3.3,1,1,1,0,1,0,708145.4843010388,707.6596670482844,5.600067474783627,4.67,1.1397088336186718,51555965.46814969,72.80420000000001,小型_超重構造_標準天井_木造中心,success,4.247974872589111,fcstd_outputs/sample122.FCStd
11.5,11.16,2.83,3.07,576,418,1000,588,448,22.0,0.58,0.71,0.27,1.5,0,0,0,1,0,0,1405590.1567138606,2000.0,5.971907085509825,4.55,2.0216553690306096,180393440.7126569,128.34,中型_超重構造_標準天井_RC中心,success,6.14702296257019,fcstd_outputs/sample123.FCStd
11.86,8.72,2.82,2.61,354,531,518,638,462,-22.0,0.83,0.94,0.02,2.9,1,1,0,1,0,1,832424.3924355733,1131.7651287316346,5.9203064001305385,4.05,0.7695941662030722,86088664.72617304,103.4192,中型_超重構造_低天井_木造中心,success,5.852575063705444,fcstd_outputs/sample124.FCStd
8.66,9.18,3.3,2.68,457,460,430,502,430,-9.6,0.15,0.73,0.13,2.9,0,1,1,0,0,0,630627.2535922993,1429.881994487674,6.425050844992117,5.289999999999999,1.2360942214432211,50134109.90788349,79.4988,小型_超重構造_標準天井_混合構造,success,3.832239866256714,fcstd_outputs/sample125.FCStd
9.31,9.97,3.22,2.6,451,350,830,642,321,19.6,0.86,0.62,-0.17,3.3,0,1,1,1,1,0,609395.3356364984,755.9395250296794,6.338501658610435,5.29,1.0562826025956853,56564501.63051474,92.82070000000002,小型_超重構造_標準天井_木造中心,success,4.29054594039917,fcstd_outputs/sample126.FCStd
10.11,9.67,3.25,2.69,422,480,465,664,356,-2.2,0.74,0.79,-0.36,2.6,0,1,1,1,0,1,683309.7637285115,1267.7981211384802,6.974420909344944,6.029999999999999,1.4842378481507403,66802890.74822508,97.7637,小型_超重構造_標準天井_木造中心,success,5.184275150299072,fcstd_outputs/sample127.FCStd
9.12,10.09,3.38,3.19,461,389,560,937,333,2.6,0.36,0.4,0.48,2.4,0,1,1,0,1,0,708247.0928552785,1071.1867821266621,6.775085411539262,6.99,2.6592861628680007,65173464.08221701,92.0208,小型_超重構造_標準天井_混合構造,success,4.665493011474609,fcstd_outputs/sample128.FCStd
11.38,11.16,2.66,2.76,573,462,792,590,398,-17.0,0.51,0.07,-0.13,2.4,1,0,1,1,0,1,599998.8852424306,553.6036978004227,5.952126083187959,6.050000000000001,1.3247853826975253,76200338.4248969,127.00080000000001,中型_超重構造_低天井_木造中心,success,4.768457889556885,fcstd_outputs/sample129.FCStd
10.59,9.46,2.9,3.06,431,499,613,532,493,-12.7,0.34,0.21,-0.22,1.0,0,0,1,1,1,0,491713.0142566351,634.8383525642147,6.016345183678899,6.48,1.725707313755047,49260498.166449666,100.18140000000001,中型_超重構造_標準天井_混合構造,success,4.101907014846802,fcstd_outputs/sample130.FCStd
11.06,8.91,3.28,2.76,529,475,708,499,418,-23.1,0.58,0.7,0.47,1.5,1,1,1,1,0,0,795954.929252568,941.4336602962427,5.9094738077394435,4.4399999999999995,1.531794458022739,78437060.12122262,98.5446,小型_超重構造_標準天井_木造中心,success,4.004181146621704,fcstd_outputs/sample131.FCStd
9.49,10.5,3.16,3.14,468,528,677,720,317,-21.9,0.17,0.5,0.05,1.6,0,1,1,1,1,1,525094.251587962,607.2659390346497,5.936096948691482,5.5600000000000005,2.7450764959957175,52323016.69948248,99.645,小型_超重構造_標準天井_木造中心,success,3.6735570430755615,fcstd_outputs/sample132.FCStd
9.66,9.04,3.35,2.99,403,594,438,688,471,0.9,0.61,0.9,0.22,2.7,1,1,1,1,0,0,863736.8895546738,1259.5227435135578,6.875847501832355,6.16,1.012116581795003,75427033.11200726,87.32639999999999,小型_超重構造_標準天井_木造中心,success,4.588038206100464,fcstd_outputs/sample133.FCStd
11.36,9.58,2.99,3.12,416,388,448,717,459,21.8,0.67,0.32,0.1,2.4,1,1,1,1,0,1,642617.2970537754,865.2780499763471,6.63271870579242,5.07,1.0285731762709254,69935269.29760592,108.8288,中型_超重構造_標準天井_木造中心,success,4.441465854644775,fcstd_outputs/sample134.FCStd
8.67,9.26,3.21,3.05,365,364,810,741,304,27.1,0.79,0.6,0.26,3.4,1,1,0,1,1,1,532208.6359719497,429.8843288306196,5.851326882121765,4.54,0.839723048165611,42727944.5720992,80.2842,小型_超重構造_標準天井_木造中心,success,4.045369863510132,fcstd_outputs/sample135.FCStd
8.6,11.38,2.79,2.76,567,578,486,593,444,3.9,0.33,0.05,0.14,3.0,1,1,0,1,1,0,421615.2567801654,351.9043426211008,6.42559262390883,7.359999999999999,0.7850523186891215,41262641.95056123,97.86800000000001,小型_超重構造_低天井_木造中心,success,3.4999630451202393,fcstd_outputs/sample136.FCStd
11.6,9.38,2.61,2.73,385,502,518,794,324,-3.4,0.65,0.79,-0.41,3.2,0,1,0,1,0,1,781302.7400140996,1355.095513065657,6.59824531278159,5.91,0.9648861878560752,85011988.53545415,108.808,中型_超重構造_低天井_混合構造,success,5.1712000370025635,fcstd_outputs/sample137.FCStd
10.58,9.4,2.65,3.08,399,456,796,582,344,4.7,0.9,0.59,-0.3,2.1,0,0,1,1,1,0,535512.4869386308,767.2074223139527,6.5332750908969865,6.779999999999999,1.21596625556385,53257787.85102071,99.452,小型_超重構造_標準天井_混合構造,success,4.355184078216553,fcstd_outputs/sample138.FCStd
8.51,8.63,3.17,2.83,376,369,695,404,329,14.1,0.85,0.73,-0.14,2.4,0,0,0,1,0,1,656433.2598029424,1541.972775038936,6.418940519679057,4.84,1.7443472192057565,48209311.963165835,73.4413,小型_重構造_標準天井_混合構造,success,3.459027051925659,fcstd_outputs/sample139.FCStd
8.74,11.16,3.19,2.91,477,486,968,771,482,-18.1,0.81,0.56,-0.48,3.5,1,0,0,1,1,1,1037082.0819525524,858.4025603219571,6.362404991800581,5.4399999999999995,0.6810606241535256,101155326.94232085,97.53840000000001,小型_超重構造_標準天井_木造中心,success,3.4557502269744873,fcstd_outputs/sample140.FCStd
8.05,8.2,3.0,2.91,573,552,404,664,383,25.1,0.22,0.68,0.41,2.0,1,0,0,1,1,1,721871.3529314485,1041.4582995493631,5.521203784833877,4.74,2.0256770160861945,47650728.00700492,66.01,小型_超重構造_標準天井_木造中心,success,3.8705861568450928,fcstd_outputs/sample141.FCStd
8.91,9.6,3.18,3.17,491,586,423,700,369,13.6,0.56,0.89,-0.13,3.2,1,1,1,0,0,0,969577.8669506111,1618.841534716083,6.648180346168021,4.890000000000001,0.7844249732928602,82933812.42748748,85.536,小型_超重構造_標準天井_混合構造,success,4.686891078948975,fcstd_outputs/sample142.FCStd
9.31,10.23,2.93,3.13,383,352,436,404,357,8.9,0.58,0.2,0.26,1.4,0,0,0,0,0,1,515284.45253489405,1388.0959599632843,6.450231154355345,6.859999999999999,0.9421482864402899,49076361.12921161,95.24130000000001,小型_重構造_標準天井_RC中心,success,3.6880440711975098,fcstd_outputs/sample143.FCStd
10.8,9.34,2.89,3.16,446,563,696,867,482,-18.9,0.5,0.61,0.48,2.2,0,1,0,1,1,1,694768.9278928931,695.3233119256254,6.377057638107578,5.36,3.0570930740556843,70082731.29441191,100.872,中型_超重構造_標準天井_木造中心,success,3.4810311794281006,fcstd_outputs/sample144.FCStd
10.17,9.58,2.74,2.87,450,565,609,510,444,-17.4,0.84,0.33,0.48,2.0,0,1,0,1,1,1,520900.8208579791,636.9610482026178,6.379812442366205,5.51,1.7896164896173892,50750637.71504371,97.4286,小型_超重構造_標準天井_木造中心,success,4.228439092636108,fcstd_outputs/sample145.FCStd
10.2,8.17,3.09,2.96,407,385,686,820,369,5.9,0.21,0.35,-0.16,1.2,1,0,0,0,0,1,1086816.889393115,1641.4567830479875,5.927952967373623,7.16,1.8353314062123725,90568798.66068582,83.33399999999999,小型_重構造_標準天井_混合構造,success,3.5511112213134766,fcstd_outputs/sample146.FCStd
8.71,10.18,3.19,3.16,452,503,482,655,300,-17.1,0.23,0.75,0.03,3.5,1,0,0,0,1,0,707882.9243198218,1210.8878356721063,6.335410559267597,4.539999999999999,0.6085459961951815,62766421.55700509,88.6678,小型_超重構造_標準天井_混合構造,success,3.5206122398376465,fcstd_outputs/sample147.FCStd
10.59,9.45,3.46,2.79,474,464,814,866,395,-11.8,0.83,0.52,-0.49,3.0,0,1,1,0,1,0,901195.991227331,1072.9131024184396,6.95339855686878,6.07,1.4199781125185869,90187639.42007075,100.07549999999999,中型_超重構造_標準天井_混合構造,success,3.765049934387207,fcstd_outputs/sample148.FCStd
10.31,11.24,3.07,3.12,405,375,798,599,313,24.9,0.4,0.44,0.25,1.3,1,1,1,0,1,0,613574.3344254084,809.5218191496049,5.661916841674166,5.26,1.792908979903367,71103693.60028781,115.88440000000001,中型_重構造_標準天井_木造中心,success,5.021583795547485,fcstd_outputs/sample149.FCStd
9.19,9.64,3.09,3.06,527,520,752,702,378,13.1,0.68,0.95,0.13,1.3,0,1,0,1,0,1,1145557.0886074735,1641.442568469845,6.001013547248074,5.4399999999999995,2.4092044995351523,101486735.37107785,88.5916,小型_超重構造_標準天井_混合構造,success,5.049968957901001,fcstd_outputs/sample150.FCStd
11.77,8.16,2.86,2.93,387,592,942,504,363,16.3,0.73,0.03,-0.26,2.8,1,0,0,0,0,0,827794.006872623,967.1805360092876,5.872123818443166,6.119999999999999,1.032408243534701,79503985.3608687,96.0432,小型_超重構造_標準天井_RC中心,success,3.2484989166259766,fcstd_outputs/sample151.FCStd
11.23,9.26,3.39,2.96,497,417,802,451,312,27.6,0.58,0.1,0.13,1.2,0,0,0,0,0,0,726805.2228072264,1453.057741753828,5.574941044307014,5.49,1.841611270055728,75580329.75867891,103.9898,中型_超重構造_標準天井_RC中心,success,4.925428867340088,fcstd_outputs/sample152.FCStd
10.94,8.62,3.2,3.1,380,406,516,663,403,12.7,0.19,0.41,0.12,2.8,1,1,0,1,0,0,636361.4755350598,958.0310613873588,6.328427210392273,5.98,0.9476632382571846,60010668.95508763,94.30279999999999,小型_重構造_標準天井_混合構造,success,5.733559846878052,fcstd_outputs/sample153.FCStd
10.76,8.07,3.25,2.62,482,492,972,985,395,29.9,0.67,0.16,-0.41,1.8,0,0,1,0,0,0,1069659.189719677,1373.252398996666,5.105264855627466,5.26,5.173118912366953,92881930.35276666,86.8332,小型_超重構造_標準天井_RC中心,success,4.437783241271973,fcstd_outputs/sample154.FCStd
10.05,8.06,2.8,2.68,405,352,954,550,322,-5.5,0.5,0.04,-0.06,1.8,1,0,1,0,1,0,462009.6822629859,445.5172182790237,5.541268009241618,7.699999999999999,2.3562301400014176,37424170.29234865,81.00300000000001,小型_重構造_低天井_混合構造,success,4.658551931381226,fcstd_outputs/sample155.FCStd
9.32,9.82,3.31,2.66,350,519,862,823,484,10.1,0.11,0.67,-0.11,1.5,0,1,0,1,1,0,831213.1174682772,785.7283595785898,6.032442987986875,6.74,3.5056828682237775,76074619.42217866,91.5224,小型_超重構造_標準天井_混合構造,success,6.16029691696167,fcstd_outputs/sample156.FCStd
10.47,9.8,2.88,2.87,440,491,534,421,434,-26.5,0.61,0.91,-0.33,2.2,1,0,0,1,0,1,789497.6529541342,1607.0952472467773,5.672414496065187,3.5999999999999996,0.8352564493584027,81007196.1790119,102.60600000000001,中型_超重構造_標準天井_混合構造,success,6.2384960651397705,fcstd_outputs/sample157.FCStd
11.75,10.36,3.04,2.81,420,359,691,731,366,9.1,0.18,0.66,0.2,2.5,1,1,1,0,0,0,925709.336569456,1257.1691391620232,6.420924622188184,6.34,1.3092531191224321,112686597.54059987,121.72999999999999,中型_重構造_標準天井_混合構造,success,5.489828824996948,fcstd_outputs/sample158.FCStd
11.59,8.8,2.81,2.95,532,403,625,996,374,14.4,0.76,0.97,-0.4,2.1,1,0,0,0,1,0,1915323.5405323028,2000.0,6.377025607717405,4.8100000000000005,1.4254020449742943,195347678.54597065,101.992,中型_超重構造_標準天井_混合構造,success,6.189752101898193,fcstd_outputs/sample159.FCStd
9.82,10.55,2.64,2.95,446,563,735,772,402,-11.9,0.34,0.09,0.27,2.8,0,1,1,0,0,1,723645.4717168006,901.126373779865,5.977989057399332,6.5600000000000005,1.5436569021137814,74970394.51533227,103.60100000000001,中型_超重構造_低天井_混合構造,success,3.9140007495880127,fcstd_outputs/sample160.FCStd
8.25,11.34,2.99,2.82,420,594,441,866,410,10.2,0.16,0.48,0.49,3.0,0,1,0,0,0,1,820481.8551799626,1332.748368381241,6.661285985556607,6.23,1.3305031320557785,76760179.9613614,93.55499999999999,小型_超重構造_標準天井_混合構造,success,4.148363828659058,fcstd_outputs/sample161.FCStd
10.98,10.09,2.74,3.09,351,483,868,924,327,9.8,0.86,0.08,0.46,2.1,1,1,1,1,1,0,523834.13213908905,325.24286569031085,6.5098304526199415,6.77,2.3986934367405843,58034640.59825183,110.7882,中型_超重構造_標準天井_木造中心,success,9.293368101119995,fcstd_outputs/sample162.FCStd
9.28,9.18,3.49,3.12,598,393,458,859,339,-22.3,0.89,0.94,-0.4,1.9,1,1,0,0,0,1,925939.0957338756,1405.3869561857005,6.358225826326761,4.52,1.0593363030439864,78881121.94120716,85.1904,小型_超重構造_標準天井_混合構造,success,5.256953954696655,fcstd_outputs/sample163.FCStd
11.8,9.88,2.61,2.61,509,578,983,709,365,25.8,0.23,0.67,-0.35,1.8,0,1,1,0,1,0,1080923.9762116922,1243.2426422480646,4.924107559930723,5.17,3.853262421289615,126018440.84266394,116.58400000000002,中型_超重構造_低天井_混合構造,success,6.373808145523071,fcstd_outputs/sample164.FCStd
9.27,10.96,2.95,2.79,350,535,816,637,351,-25.4,0.26,0.01,-0.38,2.1,0,1,0,0,1,0,503059.36928495957,542.0627491911108,5.347467510747868,5.21,1.1656543750957995,51110429.47185646,101.5992,中型_超重構造_標準天井_混合構造,success,5.473550081253052,fcstd_outputs/sample165.FCStd
