Lx,Ly,H1,H2,tf,tr,bc,hc,tw_ext,wall_tilt_angle,window_ratio_2f,roof_morph,roof_shift,balcony_depth,cost_per_sqm,co2_per_sqm,comfort_score,constructability_score,safety_factor,total_cost,floor_area,design_pattern,evaluation_status,evaluation_time_s,fcstd_path
13.22,9.39,3.62,2.68,285,334,666,518,349,-1.1,0.49,0.39,0.04,2,584208.717,2200.999595,6.845761125,7.14,1.64324813,72521216.46,124.1358,中型_重構造_標準天井,success,14.76628709,fcstd_outputs/sample30.FCStd
9.49,8.96,3.17,2.9,330,297,443,630,313,25.3,0.58,0.41,-0.3,1.7,585419.6723,2097.263874,6.128136125,5.22,2.371913407,49778468.91,85.0304,小型_重構造_標準天井,success,8.683064222,fcstd_outputs/sample300.FCStd
9.82,8.22,4.06,3.35,262,349,497,487,197,-24,0.7,0.42,-0.18,3.2,501202.7063,1579.435499,7.485056597,4.85,1.359325055,40457282.93,80.7204,小型_重構造_高天井,success,6.852037907,fcstd_outputs/sample31.FCStd
8.52,8.4,3.01,2.76,390,173,566,565,291,21.8,0.5,0.08,0.33,1.7,478236.8191,1378.144384,5.377444,6.07,2.027144537,34226452.67,71.568,小型_重構造_標準天井,success,6.353650808,fcstd_outputs/sample32.FCStd
13.61,14.07,4.17,2.97,300,151,395,729,178,7.2,0.66,0.31,-0.09,3.3,536884.9675,2079.999994,8.238594947,6.53,0.795189623,102809552,191.4927,中型_標準構造_高天井,success,18.83329701,fcstd_outputs/sample33.FCStd
14.26,14.6,2.89,3.69,378,150,725,407,211,24.9,0.58,0.09,0.28,1.4,481609.8076,1402.702492,6.12105489,5.76,0.594899814,100269235.5,208.196,中型_重構造_標準天井,success,17.90479088,fcstd_outputs/sample34.FCStd
9.87,9.18,4.01,3.59,213,373,324,362,295,-6.4,0.44,0.45,0.03,1.5,489483.9519,1738.996922,6.981270625,7.11,0.917020236,44350476.63,90.6066,小型_重構造_高天井,success,7.442927837,fcstd_outputs/sample35.FCStd
10.17,12.18,3.85,3.01,191,320,448,457,222,22.8,0.22,0.15,-0.36,1.2,461241.5424,1321.935917,5.338941875,5.97,0.886386471,57134266.61,123.8706,中型_重構造_標準天井,success,10.98972511,fcstd_outputs/sample36.FCStd
13.59,14.8,2.87,2.66,293,379,364,529,298,27.9,0.34,0.5,0.29,2.8,589595.8173,2294.085992,6.341913,4.46,0.727389722,118586585.9,201.132,中型_重構造_低天井,success,20.83928013,fcstd_outputs/sample37.FCStd
14.57,8.52,3.93,2.86,404,160,847,774,229,12.1,0.22,0.02,0.28,2.3,475511.7222,1216.523534,6.077250125,6.54,1.32560831,59028313.35,124.1364,中型_超重構造_標準天井,success,15.59778905,fcstd_outputs/sample38.FCStd
8.3,9.07,3.88,2.76,478,227,673,561,257,12.3,0.27,0.59,0.03,3.1,607310.935,2116.721424,6.619889369,6.02,1.006483702,45718974.5,75.281,小型_重構造_標準天井,success,7.672680378,fcstd_outputs/sample39.FCStd
10.21,10.79,3.83,3.22,455,313,797,566,321,-4.8,0.41,0.59,0.12,2.8,594094.8079,2167.85408,6.8987595,6.77,1.705727767,65448989.2,110.1659,中型_重構造_高天井,success,9.485502243,fcstd_outputs/sample4.FCStd
14.49,8.64,3.97,2.6,477,304,447,566,344,5.8,0.5,0.07,0.33,1.6,482048.7126,1433.257697,6.474408625,7.67,0.886489017,60349413.71,125.1936,中型_重構造_標準天井,success,16.11627698,fcstd_outputs/sample40.FCStd
13.59,11.86,2.65,2.96,418,245,591,726,287,15.8,0.7,0.46,0.38,1.5,656470.7582,2450.244407,7.17541,6.17,1.359508738,105808250,161.1774,中型_重構造_標準天井,success,15.843961,fcstd_outputs/sample41.FCStd
8.28,8.37,2.75,3.56,395,319,481,762,176,28.6,0.47,0.16,-0.09,1.3,555367.3761,1768.362906,5.102355625,5.39,3.45849152,38488958.49,69.3036,小型_重構造_標準天井,success,6.43453598,fcstd_outputs/sample42.FCStd
12.76,8.7,4.1,3.72,298,375,837,554,235,-11.1,0.46,0.59,0.23,3.2,614998.9447,2137.585905,7.47090125,6.14,1.063744932,68272262.85,111.012,中型_重構造_高天井,success,12.64457393,fcstd_outputs/sample43.FCStd
12.54,9.87,3.68,2.81,232,336,354,653,282,12.7,0.19,0.65,-0.29,3,580856.4362,2137.799648,6.863972625,5.98,1.114294131,71892484.94,123.7698,中型_重構造_標準天井,success,12.56247306,fcstd_outputs/sample44.FCStd
9.17,12.8,3.79,2.81,465,375,555,560,317,-19,0.69,0.35,-0.4,1.4,558185.3921,1863.581129,7.474083875,5.85,1.485005503,65517568.58,117.376,中型_超重構造_標準天井,success,11.87666988,fcstd_outputs/sample45.FCStd
10.45,12.74,3.62,2.87,398,341,783,502,231,-27.2,0.36,0.29,-0.33,1.8,551423.5514,1717.802977,6.048177375,5.03,2.134985717,73412671.66,133.133,中型_重構造_標準天井,success,12.07781339,fcstd_outputs/sample46.FCStd
11.25,8.78,3.74,3.02,344,349,544,796,329,2.9,0.5,0.39,0.18,3.1,603632.5868,2210.806217,7.353277875,6.96,1.458938234,59623808.76,98.775,小型_重構造_標準天井,success,10.83070493,fcstd_outputs/sample47.FCStd
12.87,12.66,2.65,2.75,409,201,780,519,313,20.3,0.31,0.45,-0.3,3.4,645566.2519,2390.287977,6.03308954,5.22,0.969987159,105184820.8,162.9342,中型_重構造_低天井,success,14.23843598,fcstd_outputs/sample48.FCStd
10.5,10.18,2.71,2.85,204,180,871,365,282,-29.4,0.39,0.29,0.16,1.2,492086.5212,1461.654134,5.4369215,4.81,2.144580627,52599128.25,106.89,中型_重構造_低天井,success,8.653434277,fcstd_outputs/sample49.FCStd
8.58,11.41,3.02,3,463,250,375,670,266,-6.7,0.57,0.01,0.07,3.1,439534.4142,1143.625399,6.554279145,7.08,1.016264068,43029452.18,97.8978,小型_重構造_標準天井,success,9.047399998,fcstd_outputs/sample5.FCStd
9.32,10.44,3.13,3.1,430,179,705,337,241,0.6,0.33,0.14,-0.33,1.3,480805.4801,1467.702395,5.514542,8.19,1.234054541,46782757.86,97.3008,小型_重構造_標準天井,success,8.194653988,fcstd_outputs/sample50.FCStd
9.22,8.58,2.7,3.58,409,387,747,786,264,12.9,0.35,0.07,-0.16,2.3,523983.2718,1543.60138,5.8248425,6.46,2.935293323,41451059.07,79.1076,小型_重構造_標準天井,success,6.982217073,fcstd_outputs/sample51.FCStd
10.63,13.91,3.13,3.02,350,305,489,361,156,-3.3,0.4,0.02,-0.24,1.7,399131.9217,916.2975903,5.942709393,7.92,0.553753076,59016963.08,147.8633,中型_重構造_標準天井,success,13.22949696,fcstd_outputs/sample52.FCStd
12.92,9.06,3.57,3.03,453,343,335,615,270,20.3,0.22,0.17,-0.02,1.6,534817.2044,1824.737002,5.42600675,6.22,0.959968373,62603134.83,117.0552,中型_重構造_標準天井,success,11.97508001,fcstd_outputs/sample53.FCStd
10.19,13.44,2.92,3.18,349,271,757,537,219,-3.8,0.65,0.06,-0.09,2.2,444426.2673,1108.642396,6.659544875,7.37,1.225829138,60865777.24,136.9536,中型_重構造_標準天井,success,13.70932603,fcstd_outputs/sample54.FCStd
14.56,14.92,3.15,3.31,251,396,611,512,189,-20.4,0.26,0.16,0.25,1.7,480804.7212,1332.901441,5.599114196,6.21,0.713897328,104447709.8,217.2352,中型_重構造_標準天井,success,19.24167585,fcstd_outputs/sample55.FCStd
12.12,8.34,3.99,3.72,278,306,758,313,196,-20.5,0.3,0.47,-0.27,1.1,543755.7439,1836.84262,5.80209975,5.7,1.596036846,54963265.6,101.0808,中型_重構造_高天井,success,11.79440308,fcstd_outputs/sample56.FCStd
9.7,10.43,2.73,3.7,402,194,396,584,284,-27,0.49,0.46,-0.07,1.4,506855.4982,1717.122116,5.942095125,5.05,2.218391538,51279077.6,101.171,中型_重構造_標準天井,success,9.375179052,fcstd_outputs/sample57.FCStd
12.7,9.2,3.82,3.3,384,395,323,615,274,-11.3,0.36,0.42,0.33,1.4,577811.3944,2169.751057,6.65276675,6.62,1.127532661,67511483.32,116.84,中型_重構造_高天井,success,12.47208309,fcstd_outputs/sample58.FCStd
12.91,11.49,3.83,3.71,387,209,865,626,209,17.6,0.36,0.5,0.29,3,640975.2216,2457.357751,7.652289,5.49,1.535948215,95079636.38,148.3359,中型_重構造_高天井,success,14.45027614,fcstd_outputs/sample59.FCStd
10.54,14.27,4.2,3.09,436,335,361,627,223,29.5,0.68,0.44,-0.21,2.2,581423.9808,2200.686903,7.6932025,4.3,1.118669463,87449538.97,150.4058,中型_重構造_高天井,success,18.39160085,fcstd_outputs/sample6.FCStd
9.76,10.08,2.98,2.78,284,198,309,638,332,23.8,0.35,0.21,-0.01,1.5,507607.0427,1816.221228,5.801962,5.37,1.155767296,49938786.95,98.3808,小型_標準構造_標準天井,success,8.355168819,fcstd_outputs/sample60.FCStd
10.26,8.5,3.47,2.72,410,313,324,372,217,-10,0.36,0.52,-0.03,1.8,522601.0106,1906.733863,6.4514455,6.75,0.904489368,45576034.14,87.21,小型_重構造_標準天井,success,8.72555995,fcstd_outputs/sample61.FCStd
12.88,11.36,3.16,3.62,298,399,667,791,329,-14.7,0.44,0.06,-0.39,2.8,473764.5259,1190.20326,6.426184,6.28,1.703817851,69319709.38,146.3168,中型_重構造_標準天井,success,12.41980195,fcstd_outputs/sample62.FCStd
11,10.64,3.01,3.29,382,286,743,651,316,-29.7,0.65,0.69,-0.22,2.5,579617.9169,1932.743911,6.6302815,4.28,2.212442273,67838481,117.04,中型_重構造_標準天井,success,11.08189583,fcstd_outputs/sample63.FCStd
9.9,11.44,3.67,3.38,261,211,843,364,194,8.7,0.57,0.38,-0.35,2.4,532164.7533,1902.066691,6.91035675,6.38,1.423144373,60270851.3,113.256,中型_重構造_高天井,success,10.85562491,fcstd_outputs/sample64.FCStd
9.82,13.47,3.66,3.55,218,209,748,632,227,23.6,0.65,0.12,-0.07,3.4,478227.1524,1319.881072,6.304763103,5.39,0.906769934,63257687.87,132.2754,中型_重構造_高天井,success,13.86067295,fcstd_outputs/sample65.FCStd
11.2,13.2,3.59,2.67,255,268,738,417,176,1.1,0.12,0.6,0.27,3.3,530784.362,1915.67021,5.938489007,7.14,1.070631492,78471160.07,147.84,中型_重構造_標準天井,success,14.9852078,fcstd_outputs/sample66.FCStd
10.61,13.92,4.12,2.87,213,168,822,575,279,-1.2,0.48,0.2,0.35,1.8,473992.6353,1444.642932,6.9386475,7.63,1.382359397,70004541.1,147.6912,中型_重構造_標準天井,success,14.71859288,fcstd_outputs/sample67.FCStd
10.75,12.39,2.92,3.35,278,158,829,751,199,7.6,0.28,0.6,-0.17,2.3,548341.4325,2025.252845,6.30652425,6.49,2.06205995,73034966.24,133.1925,中型_超重構造_標準天井,success,12.96217108,fcstd_outputs/sample68.FCStd
10.74,8.88,2.84,3.74,299,395,673,354,307,-3.7,0.13,0.53,-0.1,2.9,560834.7512,2046.309277,5.98993225,6.88,1.54394428,53487483.23,95.3712,小型_重構造_標準天井,success,9.264606953,fcstd_outputs/sample69.FCStd
9.24,14.94,3.31,3.5,202,152,437,533,199,-28.7,0.58,0.48,0.36,2.6,460669.4113,1345.222128,6.633924,4.38,1.253346845,63593385.29,138.0456,中型_標準構造_標準天井,success,17.13375902,fcstd_outputs/sample7.FCStd
11.95,12.54,3.23,3.47,353,317,408,387,312,-18.2,0.56,0.6,-0.16,2,541786.4654,1920.03395,7.2373945,5.43,0.664770131,81188327.2,149.853,中型_重構造_標準天井,success,13.00901818,fcstd_outputs/sample70.FCStd
11.1,12.38,2.92,3,426,299,560,766,310,-0.9,0.41,0.26,-0.03,2.3,560880.8725,1931.705958,6.8103055,7.16,1.595477618,77075127.74,137.418,中型_重構造_標準天井,success,13.36924601,fcstd_outputs/sample71.FCStd
9.83,11.05,4.07,3.22,373,341,494,771,151,-26.2,0.68,0.41,0.16,3.2,549469.5957,1713.887802,7.556903245,4.63,1.392971185,59684211.69,108.6215,中型_重構造_高天井,success,10.07733202,fcstd_outputs/sample72.FCStd
14.69,12.68,2.99,3.64,354,236,508,644,250,-6.2,0.68,0.05,0.38,2.6,429321.2764,1136.558955,7.209923692,7.13,0.765524843,79969330.7,186.2692,中型_重構造_標準天井,success,17.69784999,fcstd_outputs/sample73.FCStd
13.44,14.88,3.74,2.62,189,309,358,505,166,-20.2,0.67,0.09,0.12,3.2,407821.3205,933.4343642,6.164932231,5.73,0.398777081,81559043.99,199.9872,中型_標準構造_標準天井,success,18.04452896,fcstd_outputs/sample74.FCStd
9.69,13.26,3.31,2.64,439,205,788,468,291,-21.7,0.2,0.67,0.19,2.5,572522.5063,1851.105997,5.752585875,5.08,1.492593331,73563073.32,128.4894,中型_重構造_標準天井,success,13.57082295,fcstd_outputs/sample75.FCStd
12.69,9.67,3.28,3.15,359,366,374,373,265,5.1,0.24,0.39,-0.2,1.6,566561.7338,2245.192275,6.4054795,7.24,0.721700326,69524093.45,122.7123,中型_重構造_標準天井,success,12.46385002,fcstd_outputs/sample76.FCStd
8.6,14.79,3.83,2.97,303,210,304,648,215,-7.6,0.32,0.61,-0.21,3.3,486620.372,1657.190104,6.791416143,6.49,0.831523731,61895191.6,127.194,中型_重構造_標準天井,success,16.29763794,fcstd_outputs/sample77.FCStd
11.4,8.52,3.83,3.6,231,380,784,500,200,1.4,0.52,0.5,-0.39,2.4,582985.1925,2063.698847,7.049042,7.11,1.799092004,56624185.78,97.128,小型_重構造_高天井,success,10.33590078,fcstd_outputs/sample78.FCStd
12.64,14.73,3.76,2.78,470,191,893,628,328,-11.8,0.26,0.65,0.29,1,631631.5985,2276.751622,6.4139715,6.57,1.614586732,117601718.8,186.1872,中型_重構造_標準天井,success,19.32019305,fcstd_outputs/sample79.FCStd
8,12.32,3.42,3.45,222,260,308,707,287,-7.4,0.43,0.44,-0.38,1.8,483354.7317,1595.727877,6.782208,7.01,1.306153868,47639442.35,98.56,小型_標準構造_標準天井,success,11.03952003,fcstd_outputs/sample8.FCStd
8.63,13.96,2.72,3.09,417,236,425,364,268,10.1,0.57,0.69,0.33,3.3,562412.8276,2030.635436,6.713965997,6.24,0.698129982,67756572.93,120.4748,中型_重構造_標準天井,success,14.50241709,fcstd_outputs/sample80.FCStd
12.32,11.73,3.5,2.99,434,311,889,781,223,-19.8,0.57,0.55,-0.04,1.2,603344.4643,2094.44807,6.6183275,5.77,2.502521801,87191480.58,144.5136,中型_超重構造_標準天井,success,12.98619986,fcstd_outputs/sample81.FCStd
11.3,14.06,3.31,2.88,379,229,630,574,344,24.8,0.52,0.2,0.3,2.5,559278.6121,1769.745402,6.451329,4.77,1.048729432,88857067.33,158.878,中型_重構造_標準天井,success,17.91582489,fcstd_outputs/sample82.FCStd
13.13,13.08,2.77,3.42,251,272,738,371,321,29.1,0.53,0.08,0.3,1.4,466781.2287,1291.506972,5.5426105,5.34,0.869790805,80165194.93,171.7404,中型_重構造_標準天井,success,15.4113729,fcstd_outputs/sample83.FCStd
9.74,8.69,4.14,3.3,324,236,440,461,325,-3.8,0.15,0.64,0.3,2.9,522009.2121,2003.210851,6.509935355,6.87,1.449573382,44183172.91,84.6406,小型_重構造_高天井,success,7.513077974,fcstd_outputs/sample84.FCStd
14.21,10.75,3.28,3.58,197,217,528,450,268,10.2,0.23,0.05,-0.23,2.7,423075.6946,1041.025383,6.25788079,6.73,0.725839834,64627985.41,152.7575,中型_標準構造_標準天井,success,16.722188,fcstd_outputs/sample85.FCStd
11.59,12.79,2.81,2.82,221,253,665,720,210,-4.9,0.54,0.31,-0.27,1.7,517046.6775,1793.456727,6.4967065,7.26,1.55380611,76644982.99,148.2361,中型_重構造_標準天井,success,13.33158898,fcstd_outputs/sample86.FCStd
12.32,14.01,2.96,3.12,331,229,606,694,349,-26.6,0.64,0.68,0.31,1.6,570668.7527,1947.341779,6.5933715,5.09,2.155645372,98499252.85,172.6032,中型_重構造_標準天井,success,19.57670617,fcstd_outputs/sample87.FCStd
13.99,10.55,3.95,2.77,396,378,888,332,199,15.9,0.6,0.02,0.04,1.3,458594.6418,1067.820856,5.803906446,6.66,0.711189818,67686046.85,147.5945,中型_重構造_標準天井,success,13.97762823,fcstd_outputs/sample88.FCStd
9.25,13.5,3.97,3.7,445,151,360,750,173,-15.5,0.67,0.47,0.36,2.9,539686.1589,1805.050656,7.935551605,5.7,1.165909653,67393309.09,124.875,中型_重構造_高天井,success,13.62202287,fcstd_outputs/sample89.FCStd
14.69,8.23,3.5,3.1,192,313,467,752,257,-26.1,0.62,0.1,0.14,2.9,467582.3086,1155.629177,6.4481425,5.14,1.635586248,56530093.25,120.8987,中型_重構造_標準天井,success,15.90059614,fcstd_outputs/sample9.FCStd
11.69,10.51,3.71,3.65,228,156,563,408,312,-7,0.48,0.52,0.06,2.3,502178.7327,1931.390252,7.2663465,6.55,1.157327155,61698633.24,122.8619,中型_標準構造_高天井,success,11.54997993,fcstd_outputs/sample90.FCStd
13.62,13.39,3.88,3.17,346,375,377,755,202,-7.7,0.53,0.14,0,3.4,496223.7129,1594.33159,7.115128296,6.98,0.817575469,90497211.72,182.3718,中型_重構造_高天井,success,15.48397684,fcstd_outputs/sample91.FCStd
10.86,13.35,3.81,3.59,485,359,789,532,206,-17.6,0.33,0.4,0.08,1.9,592411.4652,1999.831026,6.7749465,5.99,1.687734836,85888406.63,144.981,中型_超重構造_高天井,success,15.35244203,fcstd_outputs/sample92.FCStd
10.18,9.82,3.67,2.62,380,254,888,737,239,4.1,0.67,0.69,0.37,2,599934.4067,2210.707232,7.178903,6.84,3.411889233,59974002.79,99.9676,小型_超重構造_標準天井,success,9.146486998,fcstd_outputs/sample93.FCStd
14.75,13.43,4.11,3.7,224,242,511,761,337,-26.8,0.61,0,-0.07,1.4,334302.2195,254.4902641,5.729365,5.57,0.171470162,66222762.42,198.0925,中型_重構造_高天井,success,13.0693531,fcstd_outputs/sample94.FCStd
10.01,10.72,3.65,3.25,363,336,387,782,216,24.4,0.42,0.03,0.37,3.5,467847.0672,1231.459617,5.856453768,5.31,1.061843432,50203358.81,107.3072,中型_重構造_標準天井,success,8.422111034,fcstd_outputs/sample95.FCStd
11.56,12.28,3.43,2.75,315,376,643,579,256,-13.7,0.21,0.13,0.23,3.3,489502.8571,1307.052509,6.016314942,6.38,0.796551141,69488259.18,141.9568,中型_重構造_標準天井,success,12.25719905,fcstd_outputs/sample96.FCStd
11.21,10.87,2.63,3.71,392,308,811,326,236,-12.9,0.53,0.14,-0.29,2.6,492901.6725,1420.914558,6.245657,6.46,1.118736568,60061399.62,121.8527,中型_重構造_標準天井,success,10.00221205,fcstd_outputs/sample97.FCStd
12.86,10.6,3.98,3.78,486,398,347,359,313,10.4,0.64,0.12,0.38,1.6,512652.2641,1668.301264,7.44896775,7.21,0.499996258,69882706.04,136.316,中型_超重構造_高天井,success,12.29200292,fcstd_outputs/sample98.FCStd
11.59,10.34,3.67,3.39,421,223,853,684,293,22.7,0.23,0.64,0.15,2.9,658452.5631,2466.611109,6.076333625,4.98,1.205551024,78909350.23,119.8406,中型_重構造_高天井,success,11.656564,fcstd_outputs/sample99.FCStd
