Lx,Ly,H1,H2,tf,tr,bc,hc,tw_ext,wall_tilt_angle,window_ratio_2f,roof_morph,roof_shift,balcony_depth,cost_per_sqm,co2_per_sqm,comfort_score,constructability_score,safety_factor,total_cost,floor_area,design_pattern,evaluation_status,evaluation_time_s,fcstd_path
9.15,14.34,3.84,3.65,373,167,306,461,337,-3.1,0.64,0.06,-0.29,3,428996.1237,1187.336052,7.414549097,7.44,0.494404497,56289010.39,131.211,中型_重構造_高天井,success,15.75871992,fcstd_outputs/sample2.FCStd
14.1,10,4.19,3.03,202,305,313,554,322,-20.1,0.13,0.37,0.21,3.3,543392.1324,1984.275828,6.400985782,5.24,0.837318475,76618290.66,141,中型_重構造_高天井,success,17.28015184,fcstd_outputs/sample20.FCStd
12.47,12.25,3.55,2.82,450,186,402,568,287,-12.2,0.31,0.52,0.32,3.4,576881.3216,2203.324624,6.735356554,6.03,0.923259001,88122948.49,152.7575,中型_重構造_標準天井,success,14.30162406,fcstd_outputs/sample200.FCStd
10.86,8.54,4.06,3.26,191,275,481,454,262,-6.6,0.46,0.69,-0.34,2.7,503361.5691,1922.038044,7.1503975,6.59,1.367156783,46683966.71,92.7444,小型_標準構造_高天井,success,9.308995008,fcstd_outputs/sample201.FCStd
9.33,13.98,3.49,3.08,375,156,855,719,281,26.1,0.18,0.54,0.2,3.3,614407.4582,2233.009761,6.121416927,4.64,1.135139046,80139253.75,130.4334,中型_超重構造_標準天井,success,15.33626103,fcstd_outputs/sample202.FCStd
10.73,11.34,3.74,3.09,456,386,399,327,225,22.7,0.62,0.37,-0.21,1.5,576553.9586,2194.985765,6.795195375,5.48,0.592945387,70154047.88,121.6782,中型_超重構造_標準天井,success,11.45977902,fcstd_outputs/sample203.FCStd
11.09,10.69,3.46,3.38,186,328,683,651,264,-25,0.29,0.36,0.13,2.1,525863.5186,1635.528054,6.10981525,4.75,1.978465407,62342224.44,118.5521,中型_重構造_標準天井,success,10.52456999,fcstd_outputs/sample204.FCStd
9.63,13.89,4,3.06,471,339,882,469,289,-5,0.47,0.18,0.2,2.6,523252.5465,1643.866281,6.59294,7.25,1.44442851,69990626.9,133.7607,中型_超重構造_高天井,success,13.9254601,fcstd_outputs/sample205.FCStd
9.98,9.14,2.64,3.59,212,334,503,366,157,-5.9,0.47,0.09,-0.21,1.4,399518.5315,988.3694152,5.678431,7.66,1.035379492,36442961.79,91.2172,小型_重構造_標準天井,success,7.153977156,fcstd_outputs/sample206.FCStd
10.69,12.99,2.73,3.55,312,283,876,431,299,8.5,0.15,0.01,0.3,2.5,431522.7029,1077.479158,5.643587,6.9,1.112232379,59922580.25,138.8631,中型_重構造_標準天井,success,11.84715986,fcstd_outputs/sample207.FCStd
14.2,12.42,2.7,3.69,235,322,546,633,341,5.3,0.47,0.68,0.38,3.3,593510.6054,2402.758507,7.402629867,6.72,0.840450873,104673904.4,176.364,中型_重構造_標準天井,success,19.34350586,fcstd_outputs/sample208.FCStd
10.01,14.47,3,3.53,224,368,456,747,195,12.7,0.21,0.65,0.32,1.2,567812.2939,1899.548026,6.09369,6.48,1.285221897,82244601.37,144.8447,中型_重構造_標準天井,success,17.38493967,fcstd_outputs/sample209.FCStd
13.88,10.12,3.99,3.16,324,285,394,352,263,6.8,0.43,0.57,0.02,3.3,573580.0749,2295.68592,7.468825132,6.57,0.579237434,80568269.37,140.4656,中型_重構造_高天井,success,15.05807614,fcstd_outputs/sample21.FCStd
13.36,13.7,4.09,3.6,371,384,461,572,310,18.7,0.31,0.44,-0.09,1.8,630601.1334,2433.955524,7.467555,5.88,0.848710469,115420186.6,183.032,中型_重構造_高天井,success,17.5868001,fcstd_outputs/sample210.FCStd
12.18,10.9,2.82,2.73,293,265,447,516,244,6.6,0.37,0.07,0.14,1.5,413917.0962,1104.644157,5.902213,7.59,0.774234662,54952461.52,132.762,中型_重構造_低天井,success,12.57485604,fcstd_outputs/sample211.FCStd
9.39,10.53,2.62,3.38,213,346,326,746,260,-8.3,0.21,0.33,-0.06,2.4,498442.6921,1673.26692,6.253943,6.42,1.473231465,49284368.54,98.8767,小型_重構造_標準天井,success,8.936597109,fcstd_outputs/sample212.FCStd
14.74,11.85,3.49,3.31,417,271,574,631,174,-29.5,0.62,0.5,-0.19,3.1,610188.9189,2121.240401,7.347323407,4.3,1.469355693,106581088.3,174.669,中型_重構造_標準天井,success,20.05016994,fcstd_outputs/sample213.FCStd
9.03,8.11,3.2,2.72,448,156,529,488,259,12.8,0.45,0.37,-0.13,2.9,583178.1917,2074.018739,6.605917188,5.97,1.641241072,42708063.47,73.2333,小型_重構造_標準天井,success,7.920020342,fcstd_outputs/sample214.FCStd
13.3,13.73,3.93,3.7,353,286,333,717,328,17.8,0.16,0.4,-0.29,3,634773.6933,2463.672322,7.527214906,5.47,0.811923202,115915389.4,182.609,中型_重構造_高天井,success,17.35849309,fcstd_outputs/sample215.FCStd
8.56,10.15,3.57,3.44,189,222,567,488,316,29.7,0.17,0.28,-0.24,1.9,542944.5238,1947.229434,5.749962375,4.78,2.481084652,47173192,86.884,小型_標準構造_高天井,success,9.468824148,fcstd_outputs/sample216.FCStd
11.89,11.12,3.15,3.56,380,265,668,623,253,12.8,0.35,0.21,-0.14,1.9,569419.5156,1857.915797,6.512563125,6.47,1.6008951,75286826.21,132.2168,中型_重構造_標準天井,success,11.65938187,fcstd_outputs/sample217.FCStd
11.62,11.23,4.08,2.77,426,208,855,645,244,27.4,0.25,0.6,0.32,3.2,651582.4528,2429.440031,6.412549672,4.51,1.169145127,85026688.37,130.4926,中型_重構造_標準天井,success,12.90835094,fcstd_outputs/sample218.FCStd
8.69,10.27,3.3,3.41,467,222,697,457,342,-4,0.57,0.42,-0.23,3.4,563845.959,2071.287812,6.988394382,6.85,1.06620322,50321165.61,89.2463,小型_重構造_標準天井,success,8.853741884,fcstd_outputs/sample219.FCStd
12.45,10.75,3.88,3.14,210,295,743,689,317,-3.8,0.31,0.35,-0.24,1.5,568698.0952,2075.432924,6.607462,7.37,1.804486277,76113131.32,133.8375,中型_重構造_高天井,success,12.81164789,fcstd_outputs/sample22.FCStd
13.37,13.19,3.66,3.01,421,392,654,472,183,4.5,0.17,0.51,0.31,3.3,600874.1536,2364.121718,6.307491602,6.8,0.974716079,105964337.2,176.3503,中型_超重構造_標準天井,success,16.70631433,fcstd_outputs/sample220.FCStd
12.94,8.72,2.68,2.73,421,165,379,659,153,-15.5,0.32,0.31,0.24,2,569933.7553,2036.24792,6.24105325,5.7,1.313350655,64309501.15,112.8368,中型_重構造_低天井,success,12.14052677,fcstd_outputs/sample221.FCStd
13.57,8.45,2.67,2.69,461,264,644,698,222,29.5,0.67,0.07,-0.15,1.8,516332.8354,1448.275592,5.68485925,5.3,1.775453776,59206079.07,114.6665,中型_重構造_低天井,success,14.31930184,fcstd_outputs/sample222.FCStd
14.09,14.03,3.4,3.4,327,322,790,674,335,7.6,0.5,0.06,0.39,3.5,461317.7922,1258.053849,7.160248784,6.99,0.984480055,91194546.71,197.6827,中型_重構造_標準天井,success,18.41536999,fcstd_outputs/sample223.FCStd
12.78,13.27,3.5,2.97,423,164,479,670,323,18.2,0.25,0.39,-0.3,2.8,613420.1681,2415.681635,6.853967876,5.43,1.067213801,104030294.4,169.5906,中型_重構造_標準天井,success,16.57063174,fcstd_outputs/sample224.FCStd
10.71,11.82,4.06,2.75,449,332,596,539,176,-19.3,0.44,0.3,0.29,2.4,551299.5379,1840.850682,7.007723125,5.32,1.456403407,69790221.36,126.5922,中型_重構造_標準天井,success,11.15862393,fcstd_outputs/sample225.FCStd
14,13.1,3.53,3.31,409,305,315,570,297,-12.8,0.11,0.55,0.15,2.6,585137.8944,2261.468208,6.880033887,5.97,0.6534888,107314289.8,183.4,中型_重構造_標準天井,success,19.31018996,fcstd_outputs/sample226.FCStd
14.69,12.96,4.12,3.21,398,384,552,733,214,-4,0.24,0.11,-0.03,2.5,490796.5452,1445.889884,6.9714325,7.35,0.976349972,93439024.19,190.3824,中型_重構造_高天井,success,18.42596507,fcstd_outputs/sample227.FCStd
10.78,9.97,3.34,2.65,445,239,573,719,313,4.3,0.48,0.64,0.29,1.5,601382.5104,2215.212426,6.632965375,7.32,2.135091606,64634547.51,107.4766,中型_重構造_標準天井,success,10.35392809,fcstd_outputs/sample228.FCStd
10.03,8.49,3.55,3.13,348,164,480,756,304,20.5,0.5,0.01,-0.3,1.6,465649.9896,1183.054004,5.7438325,6.2,1.423999539,39652285.17,85.1547,小型_重構造_標準天井,success,8.358253002,fcstd_outputs/sample229.FCStd
9.69,8.26,4.06,2.69,193,152,722,635,232,2.8,0.13,0.66,0.18,3.2,528424.9867,1871.69896,6.355020187,6.97,1.359345708,42294818.88,80.0394,小型_重構造_標準天井,success,7.60509181,fcstd_outputs/sample23.FCStd
11.21,9.89,3.88,3.7,382,333,481,782,331,-10.6,0.64,0.6,-0.28,1.4,605985.683,2103.035897,7.28595075,6.69,2.089607991,67183754.12,110.8669,中型_重構造_高天井,success,11.06213307,fcstd_outputs/sample230.FCStd
8.02,15,3.83,3.47,329,367,449,582,152,-29.4,0.32,0.23,-0.23,2.1,477623.2319,1244.648252,6.42572575,4.31,1.273999005,57458074.8,120.3,中型_重構造_高天井,success,20.13486171,fcstd_outputs/sample231.FCStd
11.02,8.54,3.72,3.23,263,158,691,559,325,-6.5,0.14,0.16,0.38,2.1,482499.6809,1511.179953,5.7155205,7.1,2.361560747,45408430.97,94.1108,小型_重構造_標準天井,success,10.26451302,fcstd_outputs/sample232.FCStd
10.16,9.45,3.72,2.98,352,351,863,526,197,-18.5,0.26,0.16,-0.3,1.1,503467.4085,1401.90433,5.414073625,6.4,2.615819433,48338912.82,96.012,小型_重構造_標準天井,success,8.895315886,fcstd_outputs/sample233.FCStd
14.99,10.11,3.63,3.32,270,340,576,571,227,17.5,0.61,0.24,-0.13,2,573192.5912,1967.730771,7.639362,5.5,1.170085108,86866706.69,151.5489,中型_重構造_標準天井,success,17.94429183,fcstd_outputs/sample234.FCStd
8.7,9.12,3.17,3.5,453,224,379,774,225,-23.3,0.16,0.44,-0.22,3.4,542423.5572,1782.639034,5.88749392,4.92,0.880574968,43038054.72,79.344,小型_重構造_標準天井,success,7.542108774,fcstd_outputs/sample235.FCStd
8.42,10.15,4.05,3.55,232,208,807,740,281,24.1,0.38,0.69,-0.19,2.7,589317.2455,2178.758101,6.393160625,4.84,1.650721796,50364819.76,85.463,小型_重構造_高天井,success,9.029520988,fcstd_outputs/sample236.FCStd
9.77,14.36,2.88,3.75,267,379,373,473,274,-10.3,0.42,0.55,-0.37,1.6,522491.6928,1723.568833,6.8171995,6.72,0.799126273,73304121.52,140.2972,中型_重構造_標準天井,success,16.87478518,fcstd_outputs/sample237.FCStd
10.93,12.3,2.92,2.6,312,379,522,637,183,10.5,0.58,0.11,-0.09,1.9,468000.0862,1225.946383,6.008579875,7.2,1.061230817,62917463.59,134.439,中型_重構造_低天井,success,12.06421518,fcstd_outputs/sample238.FCStd
14.25,14.69,3.89,2.86,435,291,410,301,253,-29.9,0.43,0.26,0.2,3.3,532814.0589,1851.515881,6.992442995,4.26,0.375930715,111535299,209.3325,中型_重構造_標準天井,success,20.64410114,fcstd_outputs/sample239.FCStd
11.05,10.04,2.9,2.74,346,204,827,313,341,-8.3,0.19,0.16,-0.22,2.7,473594.026,1484.502528,5.497928125,6.92,1.263293194,52541468.43,110.942,中型_重構造_標準天井,success,9.385136127,fcstd_outputs/sample24.FCStd
12.92,12.74,2.91,3.41,360,289,485,648,210,-27,0.11,0.33,-0.18,2.6,560772.9672,1922.248184,5.857014,4.55,1.70566338,92303679.02,164.6008,中型_重構造_標準天井,success,15.04862475,fcstd_outputs/sample240.FCStd
8.84,10.73,2.96,2.84,483,265,413,351,173,-13.8,0.3,0.67,0.22,1.1,529606.2261,1802.836381,5.859577125,6.37,0.972394257,50234845.28,94.8532,小型_重構造_標準天井,success,8.523444891,fcstd_outputs/sample241.FCStd
8.65,9.05,2.69,3.01,381,346,763,678,230,-25.1,0.46,0.54,-0.1,1.7,553924.2892,1753.782512,5.62316225,5.24,4.365971944,43362578.17,78.2825,小型_重構造_標準天井,success,7.935889006,fcstd_outputs/sample242.FCStd
13.96,14.43,2.61,2.86,420,288,600,719,216,-14.3,0.34,0.59,-0.34,3.1,626612.3343,2257.19426,6.844978349,5.82,1.124238138,126226543.1,201.4428,中型_重構造_低天井,success,20.35406208,fcstd_outputs/sample243.FCStd
14.42,12.46,2.97,3.2,225,309,437,707,237,-20.6,0.16,0.62,-0.28,2.8,559196.9141,1982.857413,6.012311951,5.19,0.98797219,100472699,179.6732,中型_重構造_標準天井,success,18.606879,fcstd_outputs/sample244.FCStd
8.11,12.95,2.63,2.86,296,195,426,710,221,29.5,0.62,0.62,0.34,1.4,534743.1889,1845.803416,6.064926688,4.8,2.022762472,56161136.04,105.0245,中型_重構造_低天井,success,12.12381601,fcstd_outputs/sample245.FCStd
8.82,11.49,2.63,3.74,259,159,371,615,166,20.6,0.61,0.2,0.12,1.5,471882.785,1469.199128,6.307946375,5.69,1.151541607,47821450.82,101.3418,中型_標準構造_標準天井,success,10.10763311,fcstd_outputs/sample246.FCStd
12.05,10.4,2.83,3.68,342,322,489,559,211,-16.5,0.58,0.54,-0.03,1.4,561353.6889,1908.433942,6.664640125,6.1,1.354048188,70348844.3,125.32,中型_重構造_標準天井,success,13.28541493,fcstd_outputs/sample247.FCStd
10.57,14.12,3.51,3.74,259,230,611,777,348,15.5,0.2,0.39,0.4,2.9,593832.3029,2200.747012,6.6732065,5.7,1.327616925,88628521.07,149.2484,中型_重構造_高天井,success,18.18690491,fcstd_outputs/sample248.FCStd
11.91,14.89,2.88,3.79,319,311,852,785,269,18.4,0.52,0.15,0.3,2.2,539193.7314,1630.559032,6.594162,5.91,1.541459217,95620562.4,177.3399,中型_超重構造_標準天井,success,18.47644281,fcstd_outputs/sample249.FCStd
11.04,11.92,3.22,3.78,434,372,343,446,185,-1.5,0.53,0.07,-0.3,3.3,437843.3796,1249.350356,6.375462589,7.6,0.557107627,57618787.66,131.5968,中型_超重構造_標準天井,success,9.68351984,fcstd_outputs/sample25.FCStd
14.27,8.4,3.31,2.98,341,246,420,596,250,13.3,0.35,0.25,0.13,2.8,573251.5543,2048.670967,6.807185875,5.92,1.179507836,68714517.32,119.868,中型_重構造_標準天井,success,17.0056181,fcstd_outputs/sample250.FCStd
11.52,9.7,2.77,2.66,430,346,593,409,331,-10,0.32,0.24,0.28,1.9,531451.0219,1832.543554,6.17996175,6.75,1.276901429,59386462.99,111.744,中型_重構造_低天井,success,10.97258067,fcstd_outputs/sample251.FCStd
9.03,11.28,3.31,3.77,431,209,800,660,273,5,0.33,0.22,0.07,1.1,550673.3267,1847.972292,6.261368375,7.25,2.650160939,56090703.98,101.8584,中型_重構造_高天井,success,10.25627017,fcstd_outputs/sample252.FCStd
11.84,11.11,3.69,3.55,278,336,766,718,248,17.3,0.36,0.1,-0.23,1.6,504796.0135,1412.212275,6.222735375,6.52,1.879423226,66402079.13,131.5424,中型_重構造_高天井,success,11.36883903,fcstd_outputs/sample253.FCStd
9.59,14.71,3.39,3.66,257,186,892,778,236,-8.3,0.37,0.4,-0.09,3.1,522655.8631,1797.438983,7.164900264,6.42,1.212317604,73730487.69,141.0689,中型_超重構造_高天井,success,16.88538909,fcstd_outputs/sample254.FCStd
11.91,9.82,3.58,2.93,425,202,881,417,339,1,0.55,0.46,0.03,3.3,614869.1364,2294.46359,7.174127653,7.15,1.146892934,71912757.69,116.9562,中型_重構造_標準天井,success,11.37138414,fcstd_outputs/sample255.FCStd
8.23,13.81,3.45,2.65,491,159,506,746,172,9.6,0.49,0.12,0.29,1.9,494801.8239,1434.01246,6.0990725,7.29,1.372352331,56237344.54,113.6563,中型_重構造_標準天井,success,13.9661541,fcstd_outputs/sample256.FCStd
10.7,11.32,3.76,2.7,454,297,743,398,195,25.5,0.56,0.32,0.23,2.2,595821.6349,2173.887315,6.30322025,4.7,1.850326869,72168299.7,121.124,中型_重構造_標準天井,success,11.87550592,fcstd_outputs/sample257.FCStd
12.1,14.74,3.82,3.57,313,326,389,754,230,8.4,0.13,0.38,-0.25,1.1,576682.8251,2161.938295,6.714296,6.91,0.974324724,102853688.6,178.354,中型_重構造_高天井,success,19.17938519,fcstd_outputs/sample258.FCStd
11.46,9.16,2.81,3.28,203,386,380,305,262,-14,0.6,0.08,-0.37,1.3,421023.4627,981.5022501,6.18642848,6.85,0.59972136,44196348.57,104.9736,中型_重構造_標準天井,success,9.701678038,fcstd_outputs/sample259.FCStd
10.47,12.3,3.31,3.02,365,204,699,779,162,-23.7,0.6,0.53,0.07,1.8,543829.3297,1749.158869,6.285492125,5.38,2.140224517,70034884.91,128.781,中型_重構造_標準天井,success,11.51006484,fcstd_outputs/sample26.FCStd
10.36,12.06,2.71,3.78,276,288,579,533,274,15.8,0.19,0.27,-0.11,2,548971.108,1903.331661,6.44132025,5.67,1.395482781,68589328.59,124.9416,中型_重構造_標準天井,success,13.64504504,fcstd_outputs/sample260.FCStd
11.17,8.77,2.89,3.54,404,322,722,428,160,12.4,0.28,0.37,-0.11,3.1,605854.421,2224.101847,6.46874708,6.01,1.550143941,59350044.35,97.9609,小型_重構造_標準天井,success,10.78881311,fcstd_outputs/sample261.FCStd
11.23,14.47,3.96,3.22,244,211,855,681,233,5.4,0.16,0.57,0.35,2.7,552555.2575,2043.348315,6.908153,6.71,1.470225258,89789179.49,162.4981,中型_重構造_高天井,success,19.01809382,fcstd_outputs/sample262.FCStd
14.25,13.99,3.92,3.72,194,288,301,769,219,10,0.18,0.4,0.34,1.3,554490.2389,2224.694801,6.837767747,6.75,0.680162642,110541787.8,199.3575,中型_標準構造_高天井,success,20.35107279,fcstd_outputs/sample263.FCStd
9.35,12.04,4.05,3.6,192,295,587,408,335,4.3,0.29,0.54,0.29,1.7,496040.0684,1856.388745,6.839506875,7.32,1.327615811,55841214.66,112.574,中型_標準構造_高天井,success,12.66117716,fcstd_outputs/sample264.FCStd
13.13,14.22,3.42,2.82,365,366,854,333,263,26.1,0.38,0.52,-0.04,3,617790.2649,2332.161858,6.72828522,4.64,1.153132902,115346755.5,186.7086,中型_重構造_標準天井,success,20.20414209,fcstd_outputs/sample265.FCStd
9.19,10.82,3.85,2.8,330,264,583,646,293,-22.9,0.33,0.02,0.14,2.8,446725.8304,1046.607171,5.769945036,5.46,1.05421715,44420540.33,99.4358,小型_重構造_標準天井,success,9.013119936,fcstd_outputs/sample266.FCStd
12.57,11.82,3.35,3,401,345,880,454,170,-2,0.52,0.21,-0.23,1.4,532238.376,1740.008165,6.3960175,7.55,1.310540218,79078594.09,148.5774,中型_重構造_標準天井,success,13.02578783,fcstd_outputs/sample267.FCStd
10.84,12.69,3.28,3.5,225,164,891,410,291,19.9,0.64,0.17,0.34,1.2,498689.854,1494.286519,6.440882625,6.26,1.22389194,68599576.84,137.5596,中型_重構造_標準天井,success,12.5253799,fcstd_outputs/sample268.FCStd
10.45,13.74,3.89,3.62,277,365,680,626,277,-13.1,0.45,0.57,0.26,1.4,565461.8318,1806.474506,7.0737845,6.44,1.630224458,81190706.19,143.583,中型_重構造_高天井,success,15.36317396,fcstd_outputs/sample269.FCStd
8.58,12.68,4.13,2.82,244,374,786,371,151,-20.2,0.58,0.23,-0.32,1.5,473323.1963,1233.913965,6.23507875,5.73,1.265452741,51494913.14,108.7944,中型_重構造_標準天井,success,11.01273108,fcstd_outputs/sample27.FCStd
14.04,9.08,2.75,2.72,246,210,324,744,305,-7.3,0.28,0.47,-0.3,3.3,554931.4405,2174.080472,6.6939325,6.52,1.136426059,70744435.82,127.4832,中型_標準構造_低天井,success,17.46047592,fcstd_outputs/sample270.FCStd
9.13,13.32,3.2,3.77,310,221,434,629,231,27.8,0.29,0.42,0.17,1,579888.8504,2114.692584,5.924893125,4.97,1.702241514,70521210.92,121.6116,中型_重構造_標準天井,success,15.22390413,fcstd_outputs/sample271.FCStd
13.28,14.08,3.89,2.74,280,316,781,748,299,17.5,0.62,0.55,0.36,2.7,614651.8042,2274.670294,7.561671,5.5,1.440501727,114929069.5,186.9824,中型_重構造_標準天井,success,19.70125079,fcstd_outputs/sample272.FCStd
13.66,9.01,3.8,3.03,436,349,880,667,185,-23.8,0.13,0.14,-0.33,1.6,533380.2734,1571.057451,4.963896875,5.87,2.504273651,65646630.55,123.0766,中型_重構造_標準天井,success,14.37040901,fcstd_outputs/sample273.FCStd
12.21,8.13,3.7,3.32,309,151,605,535,247,-23.9,0.6,0.39,-0.39,1.1,541941.4962,1910.412795,6.33106125,5.36,2.157421224,53797069.08,99.2673,小型_重構造_高天井,success,12.70455289,fcstd_outputs/sample274.FCStd
13.28,10.96,3.99,3.33,206,228,800,597,182,18.8,0.13,0.52,0.22,1.1,593092.3626,2206.779713,5.975861,5.87,1.83171328,86323881.67,145.5488,中型_重構造_高天井,success,16.03980207,fcstd_outputs/sample275.FCStd
11.39,14.27,3.37,2.99,352,322,464,618,308,5.7,0.54,0.48,0.36,2.5,573121.9078,2132.422009,7.224258,6.68,0.957176476,93152541.22,162.5353,中型_重構造_標準天井,success,18.8734262,fcstd_outputs/sample276.FCStd
14.63,11.21,3.09,2.95,214,209,547,511,159,-25.9,0.38,0.21,-0.28,2.9,485176.0312,1467.635434,6.305441,4.66,1.19920335,79569985.02,164.0023,中型_標準構造_標準天井,success,19.26095629,fcstd_outputs/sample277.FCStd
14.81,12.68,3.76,3.15,244,200,785,401,204,-2.9,0.49,0.16,-0.12,1.2,459450.7124,1435.885882,6.618732036,7.96,0.816788786,86280616.85,187.7908,中型_重構造_標準天井,success,18.21952605,fcstd_outputs/sample278.FCStd
9.1,12.94,3.55,3.31,358,293,485,781,296,-11.2,0.37,0.12,0.2,2.4,497196.0799,1327.285298,6.4833125,6.63,1.587626161,58546827.19,117.754,中型_重構造_標準天井,success,11.75267005,fcstd_outputs/sample279.FCStd
11.01,9.41,3.25,2.67,238,268,392,368,321,-27.5,0.36,0.57,-0.23,1.6,501675.6445,1661.509568,5.92852125,5,1.338661535,51975653.64,103.6041,中型_重構造_標準天井,success,9.871963024,fcstd_outputs/sample28.FCStd
8.1,12.38,2.72,3.39,423,162,717,787,194,-6.7,0.62,0.68,0.08,1.5,543397.0126,1862.191882,6.597498,7.08,2.801984195,54490765.62,100.278,中型_重構造_標準天井,success,11.4548099,fcstd_outputs/sample280.FCStd
13.72,12.9,3.17,3.61,464,208,598,697,253,6.1,0.13,0.36,-0.03,1.4,642442.0344,2500.791794,6.213728,7.14,1.3504588,113704530.8,176.988,中型_重構造_標準天井,success,17.34499884,fcstd_outputs/sample281.FCStd
8.47,9.73,3.5,2.96,414,187,670,310,250,12.5,0.3,0.29,0.32,1.2,538427.0533,1880.272179,5.9875875,6.5,1.49668458,44373442.59,82.4131,小型_重構造_標準天井,success,7.967476845,fcstd_outputs/sample282.FCStd
12,11.32,3.04,3.43,341,340,416,798,266,-0.7,0.39,0.35,0.09,3.3,592356.1838,2155.449157,7.13214704,7.18,1.137196028,80465664.01,135.84,中型_重構造_標準天井,success,13.34462428,fcstd_outputs/sample283.FCStd
12.83,10.97,3.41,2.93,483,324,672,410,332,-22.2,0.36,0.27,0.25,2.7,572854.4134,1991.793393,6.2131565,5.03,1.159610167,80626451.69,140.7451,中型_超重構造_標準天井,success,13.52182078,fcstd_outputs/sample284.FCStd
9.45,14.89,3.33,3.58,215,275,371,406,197,-28.5,0.29,0.11,0.07,3.1,415578.4902,954.2690063,5.575994923,4.9,0.586899017,58476257.15,140.7105,中型_標準構造_標準天井,success,17.15979195,fcstd_outputs/sample285.FCStd
13.14,10.5,3.49,3.66,357,305,412,797,303,-7.4,0.61,0.27,0.38,2,575730.6039,2020.757172,7.5881085,6.51,1.391872062,79433551.42,137.97,中型_重構造_高天井,success,15.06371212,fcstd_outputs/sample286.FCStd
14.24,8.56,2.63,3.62,429,272,746,653,175,-29.4,0.55,0.01,-0.13,2.5,470711.5993,1130.347972,5.634972,4.81,1.355129694,57377107.97,121.8944,中型_重構造_標準天井,success,16.90331078,fcstd_outputs/sample287.FCStd
13.94,12.64,3.93,3.21,481,251,800,730,153,12.7,0.62,0.57,-0.16,2.9,665513.241,2517.370041,7.787828558,5.98,1.63132127,117264497.9,176.2016,中型_重構造_高天井,success,16.99806976,fcstd_outputs/sample288.FCStd
11.56,8.28,3.54,3.08,335,271,668,546,308,26.4,0.29,0.04,0.23,3.5,502547.4234,1366.025923,5.782786,5.11,1.178387164,48102231.22,95.7168,小型_重構造_標準天井,success,10.91002703,fcstd_outputs/sample289.FCStd
13.49,10.39,2.83,3.41,329,233,710,476,208,18.9,0.13,0.05,0.34,1.7,462124.9594,1220.841227,5.3964695,6.36,1.063616519,64771942.64,140.1611,中型_重構造_標準天井,success,13.68239188,fcstd_outputs/sample29.FCStd
9.76,14.46,2.77,3.21,430,285,330,611,205,-15.8,0.22,0.6,-0.27,3.2,535970.7991,1829.723827,6.630083951,5.67,0.843616597,75641344.49,141.1296,中型_重構造_標準天井,success,17.25066876,fcstd_outputs/sample290.FCStd
13.41,14.01,3.83,3.62,369,383,763,514,335,7.5,0.52,0.66,0.01,2.3,625885.774,2388.833613,7.721014,6.5,1.180178116,117587726.5,187.8741,中型_重構造_高天井,success,20.29771304,fcstd_outputs/sample291.FCStd
12.97,8.49,4.04,2.76,443,372,346,417,239,-9.7,0.41,0.03,0.24,2.4,428841.5012,1134.760506,6.487601324,6.78,0.636225944,47222010.56,110.1153,中型_超重構造_標準天井,success,11.77061296,fcstd_outputs/sample292.FCStd
8.76,14.43,3.55,3.21,230,163,331,686,321,1.2,0.22,0.24,0.11,2.6,473003.5596,1505.18917,6.710440388,7.13,0.970362532,59790866.36,126.4068,中型_標準構造_標準天井,success,16.7983098,fcstd_outputs/sample293.FCStd
8.45,10.19,2.66,3.03,269,328,432,377,328,29.1,0.58,0.67,-0.37,3.1,538938.7059,1967.201255,6.425957636,4.34,1.245905558,46405586.74,86.1055,小型_重構造_標準天井,success,9.084071875,fcstd_outputs/sample294.FCStd
8.27,8.01,3.52,2.74,363,367,350,477,275,-21.8,0.55,0.2,0.18,2.6,473580.4983,1381.019038,6.2919755,5.07,1.580955655,31371250.88,66.2427,小型_重構造_標準天井,success,6.683675051,fcstd_outputs/sample295.FCStd
10.9,11.37,2.93,3.19,280,317,679,621,151,-23.9,0.21,0.27,0.29,2.4,509805.3872,1518.628775,5.596028875,4.86,1.799010407,63181711.06,123.933,中型_重構造_標準天井,success,10.63470912,fcstd_outputs/sample296.FCStd
13.9,14.71,2.61,2.87,304,190,702,393,216,24.7,0.48,0.04,0.29,1.7,428106.2655,1035.062833,5.450556725,5.78,0.552204396,87534460,204.469,中型_標準構造_低天井,success,18.30181122,fcstd_outputs/sample297.FCStd
8.56,12.94,4.07,2.9,193,158,347,706,286,3.4,0.58,0.55,-0.3,1.9,490645.2514,1656.647048,7.07935375,7.41,1.107610654,54347008.18,110.7664,中型_標準構造_標準天井,success,12.18061399,fcstd_outputs/sample298.FCStd
11.9,11.67,2.65,3.51,249,338,388,662,270,4.1,0.46,0.18,0.02,3.3,474349.6761,1501.422913,6.561758969,7.34,0.893262398,65874362.57,138.873,中型_重構造_標準天井,success,11.71086836,fcstd_outputs/sample299.FCStd
8.15,14.38,3.52,2.92,198,346,612,475,283,18.1,0.22,0.43,0.02,3,535614.647,1755.455608,6.631267592,5.44,1.133759802,62772429.78,117.197,中型_重構造_標準天井,success,15.77958918,fcstd_outputs/sample3.FCStd
