iteration,particle,fitness,cost,safety,co2,comfort,constructability,Lx,Ly,H1,H2,tf,tr,bc,hc,tw_ext,wall_tilt_angle,window_ratio_2f,roof_morph,roof_shift,balcony_depth,material_columns,material_floor1,material_floor2,material_roof,material_walls,material_balcony
0,1,862328.6751969918,862328.6751969918,4.594442092557644,1396.6012206617056,4.861555274171112,5.7079743803318195,8.209454395403778,6.523120065135794,2.9665175873033585,2.6646201409630637,575,360,722,599,470,-20.420256196681805,0.403494991398348,0.3337963946289553,0.24516335251761112,1.0033411071584457,0,0,1,0,0,0
0,2,1014833.2114797202,1013636.9088460598,0.8036973663396743,2000.0,6.366500937052751,4.8387894954902455,10.739348874644024,9.830119585832993,3.199991867965863,3.1340591423221413,472,517,625,419,451,-19.112105045097547,0.8381711659904478,0.9136459118642296,0.6580741574010793,1.3402537753418164,0,0,0,0,1,0
